LocationType,Location,Single Age,TimeFrame,DataFormat,Data
State,Arkansas,1,2006,Number,38563
State,California,1,2006,Number,512194
State,Colorado,1,2006,Number,67851
State,Connecticut,1,2006,Number,40727
State,Delaware,1,2006,Number,11136
City,District of Columbia,1,2006,Number,6501
State,Florida,1,2006,Number,216537
State,Georgia,1,2006,Number,136759
State,Hawaii,1,2006,Number,17070
State,Idaho,1,2006,Number,23351
State,Illinois,1,2006,Number,168925
State,Indiana,1,2006,Number,84802
State,Iowa,1,2006,Number,38036
State,Kansas,1,2006,Number,37782
State,Kentucky,1,2006,Number,54486
State,Louisiana,1,2006,Number,57512
State,Maine,1,2006,Number,13914
State,Maryland,1,2006,Number,72506
State,Massachusetts,1,2006,Number,72409
State,Michigan,1,2006,Number,125022
State,Minnesota,1,2006,Number,68890
State,Mississippi,1,2006,Number,40927
State,Missouri,1,2006,Number,75706
State,Montana,1,2006,Number,11508
State,Nebraska,1,2006,Number,25353
State,Nevada,1,2006,Number,37151
State,New Hampshire,1,2006,Number,15455
State,New Jersey,1,2006,Number,107585
State,New Mexico,1,2006,Number,28433
State,New York,1,2006,Number,228527
State,North Carolina,1,2006,Number,121238
State,North Dakota,1,2006,Number,8096
State,Ohio,1,2006,Number,142712
State,Oklahoma,1,2006,Number,50234
State,Oregon,1,2006,Number,45759
State,Pennsylvania,1,2006,Number,141864
State,Rhode Island,1,2006,Number,11695
State,South Carolina,1,2006,Number,56470
State,South Dakota,1,2006,Number,11076
State,Tennessee,1,2006,Number,78040
State,Texas,1,2006,Number,372804
State,Utah,1,2006,Number,48717
State,Vermont,1,2006,Number,6335
State,Virginia,1,2006,Number,100221
State,Washington,1,2006,Number,80944
State,West Virginia,1,2006,Number,20094
State,Wisconsin,1,2006,Number,69027
State,Wyoming,1,2006,Number,6933
Territory,Puerto Rico,1,2006,Number,49108
Territory,Puerto Rico,1,2007,Number,47591
State,Wyoming,1,2007,Number,7535
State,Wisconsin,1,2007,Number,70052
State,West Virginia,1,2007,Number,20507
State,Washington,1,2007,Number,84239
State,Virginia,1,2007,Number,100822
State,Vermont,1,2007,Number,6095
State,Utah,1,2007,Number,51069
State,Texas,1,2007,Number,376590
State,Tennessee,1,2007,Number,80668
State,South Dakota,1,2007,Number,11287
State,South Carolina,1,2007,Number,59011
State,Rhode Island,1,2007,Number,11738
State,Pennsylvania,1,2007,Number,144054
State,Oregon,1,2007,Number,46619
State,Oklahoma,1,2007,Number,51013
State,Ohio,1,2007,Number,144735
State,North Dakota,1,2007,Number,8505
State,North Carolina,1,2007,Number,124683
State,New York,1,2007,Number,227961
State,New Mexico,1,2007,Number,28117
State,New Jersey,1,2007,Number,105203
State,New Hampshire,1,2007,Number,15344
State,Nevada,1,2007,Number,38239
State,Nebraska,1,2007,Number,25621
State,Montana,1,2007,Number,12018
State,Missouri,1,2007,Number,77416
State,Mississippi,1,2007,Number,41238
State,Minnesota,1,2007,Number,70221
State,Michigan,1,2007,Number,123793
State,Massachusetts,1,2007,Number,72880
State,Maryland,1,2007,Number,71966
State,Maine,1,2007,Number,14074
State,Louisiana,1,2007,Number,52219
State,Kentucky,1,2007,Number,55425
State,Kansas,1,2007,Number,39110
State,Iowa,1,2007,Number,39917
State,Indiana,1,2007,Number,86538
State,Illinois,1,2007,Number,167468
State,Idaho,1,2007,Number,24238
State,Hawaii,1,2007,Number,16834
State,Georgia,1,2007,Number,139934
State,Florida,1,2007,Number,218448
City,District of Columbia,1,2007,Number,6398
State,Delaware,1,2007,Number,11190
State,Connecticut,1,2007,Number,40295
State,Colorado,1,2007,Number,68520
State,California,1,2007,Number,507542
State,Arkansas,1,2007,Number,38999
State,Arizona,1,2007,Number,96478
State,Alaska,1,2007,Number,9962
State,Alabama,1,2007,Number,59387
Nation,United States,1,2007,Number,4002215
Nation,United States,1,2008,Number,4100756
State,Alabama,1,2008,Number,60888
State,Alaska,1,2008,Number,10426
State,Arizona,1,2008,Number,98352
State,Arkansas,1,2008,Number,39889
State,California,1,2008,Number,517358
State,Colorado,1,2008,Number,70141
State,Connecticut,1,2008,Number,40913
State,Delaware,1,2008,Number,11497
City,District of Columbia,1,2008,Number,6817
State,Florida,1,2008,Number,220492
State,Georgia,1,2008,Number,143708
State,Hawaii,1,2008,Number,17696
State,Idaho,1,2008,Number,25068
State,Illinois,1,2008,Number,170093
State,Indiana,1,2008,Number,87650
State,Iowa,1,2008,Number,40507
State,Kansas,1,2008,Number,40481
State,Kentucky,1,2008,Number,56957
State,Louisiana,1,2008,Number,63408
State,Maine,1,2008,Number,14356
State,Maryland,1,2008,Number,74073
State,Massachusetts,1,2008,Number,73740
State,Michigan,1,2008,Number,122564
State,Minnesota,1,2008,Number,72102
State,Mississippi,1,2008,Number,44252
State,Missouri,1,2008,Number,78831
State,Montana,1,2008,Number,12620
State,Nebraska,1,2008,Number,26171
State,Nevada,1,2008,Number,39247
State,New Hampshire,1,2008,Number,14274
State,New Jersey,1,2008,Number,107753
State,New Mexico,1,2008,Number,28984
State,New York,1,2008,Number,234182
State,North Carolina,1,2008,Number,128878
State,North Dakota,1,2008,Number,8785
State,Ohio,1,2008,Number,146869
State,Oklahoma,1,2008,Number,52562
State,Oregon,1,2008,Number,48803
State,Pennsylvania,1,2008,Number,146757
State,Rhode Island,1,2008,Number,11952
State,South Carolina,1,2008,Number,62382
State,South Dakota,1,2008,Number,11801
State,Tennessee,1,2008,Number,82484
State,Texas,1,2008,Number,382964
State,Utah,1,2008,Number,53072
State,Vermont,1,2008,Number,6457
State,Virginia,1,2008,Number,103109
State,Washington,1,2008,Number,87078
State,West Virginia,1,2008,Number,21214
State,Wisconsin,1,2008,Number,72185
State,Wyoming,1,2008,Number,7914
Territory,Puerto Rico,1,2008,Number,45617
Territory,Puerto Rico,1,2013,Number,38384
State,Wyoming,1,2013,Number,7517
State,Wisconsin,1,2013,Number,67915
State,West Virginia,1,2013,Number,20570
State,Washington,1,2013,Number,87457
State,Vermont,1,2013,Number,6081
State,Virginia,1,2013,Number,102595
State,Utah,1,2013,Number,49792
State,Texas,1,2013,Number,381349
State,Tennessee,1,2013,Number,80299
State,South Dakota,1,2013,Number,12064
State,South Carolina,1,2013,Number,57394
State,Rhode Island,1,2013,Number,10964
State,Pennsylvania,1,2013,Number,142068
State,Oregon,1,2013,Number,45432
State,Oklahoma,1,2013,Number,52555
State,Ohio,1,2013,Number,137929
State,North Dakota,1,2013,Number,10040
State,New York,1,2013,Number,239162
State,North Carolina,1,2013,Number,119479
State,New Mexico,1,2013,Number,26974
State,New Jersey,1,2013,Number,105037
State,New Hampshire,1,2013,Number,12628
State,Nevada,1,2013,Number,34836
State,Nebraska,1,2013,Number,25779
State,Montana,1,2013,Number,12190
State,Missouri,1,2013,Number,74907
State,Mississippi,1,2013,Number,38925
State,Minnesota,1,2013,Number,68700
State,Michigan,1,2013,Number,113843
State,Massachusetts,1,2013,Number,72870
State,Maine,1,2013,Number,12821
State,Maryland,1,2013,Number,72876
State,Louisiana,1,2013,Number,61540
State,Kentucky,1,2013,Number,55195
State,Kansas,1,2013,Number,39543
State,Iowa,1,2013,Number,38665
State,Indiana,1,2013,Number,83197
State,Illinois,1,2013,Number,159133
State,Idaho,1,2013,Number,22201
State,Hawaii,1,2013,Number,18963
State,Georgia,1,2013,Number,131724
State,Florida,1,2013,Number,214992
City,District of Columbia,1,2013,Number,9017
State,Connecticut,1,2013,Number,37363
State,Delaware,1,2013,Number,11096
State,Colorado,1,2013,Number,65546
State,California,1,2013,Number,497650
State,Arkansas,1,2013,Number,38342
State,Arizona,1,2013,Number,86259
State,Alaska,1,2013,Number,11249
State,Alabama,1,2013,Number,58625
Nation,United States,1,2013,Number,3943348
Nation,United States,1,2018,Number,3897917
State,Alabama,1,2018,Number,58264
State,Alaska,1,2018,Number,10385
State,Arizona,1,2018,Number,84666
State,Arkansas,1,2018,Number,37407
State,California,1,2018,Number,481138
State,Colorado,1,2018,Number,65930
State,Delaware,1,2018,Number,10876
State,Connecticut,1,2018,Number,36031
City,District of Columbia,1,2018,Number,9445
State,Florida,1,2018,Number,225325
State,Georgia,1,2018,Number,129531
State,Hawaii,1,2018,Number,17574
State,Idaho,1,2018,Number,22648
State,Illinois,1,2018,Number,149592
State,Indiana,1,2018,Number,82320
State,Iowa,1,2018,Number,38906
State,Kansas,1,2018,Number,37071
State,Kentucky,1,2018,Number,54264
State,Louisiana,1,2018,Number,60881
State,Maryland,1,2018,Number,72165
State,Maine,1,2018,Number,12449
State,Massachusetts,1,2018,Number,71481
State,Michigan,1,2018,Number,112897
State,Minnesota,1,2018,Number,69959
State,Mississippi,1,2018,Number,37017
State,Missouri,1,2018,Number,73780
State,Montana,1,2018,Number,12136
State,Nebraska,1,2018,Number,26317
State,Nevada,1,2018,Number,36652
State,New Hampshire,1,2018,Number,12538
State,New Jersey,1,2018,Number,102814
State,New Mexico,1,2018,Number,23995
State,New York,1,2018,Number,228381
State,North Carolina,1,2018,Number,120355
State,North Dakota,1,2018,Number,11042
State,Ohio,1,2018,Number,136888
State,Oklahoma,1,2018,Number,50882
State,Oregon,1,2018,Number,44898
State,Pennsylvania,1,2018,Number,138488
State,South Carolina,1,2018,Number,57363
State,Rhode Island,1,2018,Number,10711
State,South Dakota,1,2018,Number,12378
State,Tennessee,1,2018,Number,80450
State,Texas,1,2018,Number,392433
State,Utah,1,2018,Number,49021
State,Vermont,1,2018,Number,5837
State,Virginia,1,2018,Number,100270
State,Washington,1,2018,Number,90324
State,West Virginia,1,2018,Number,18795
State,Wisconsin,1,2018,Number,65998
State,Wyoming,1,2018,Number,6949
Territory,Puerto Rico,1,2018,Number,22743
Territory,Puerto Rico,1,2009,Number,44139
State,Wyoming,1,2009,Number,7994
State,Wisconsin,1,2009,Number,71121
State,West Virginia,1,2009,Number,21270
State,Washington,1,2009,Number,87385
State,Virginia,1,2009,Number,102344
State,Vermont,1,2009,Number,6398
State,Utah,1,2009,Number,51877
State,Texas,1,2009,Number,386688
State,Tennessee,1,2009,Number,83076
State,South Carolina,1,2009,Number,62288
State,South Dakota,1,2009,Number,11589
State,Pennsylvania,1,2009,Number,146013
State,Rhode Island,1,2009,Number,11632
State,Oregon,1,2009,Number,47772
State,Oklahoma,1,2009,Number,53180
State,Ohio,1,2009,Number,144586
State,North Dakota,1,2009,Number,8737
State,North Carolina,1,2009,Number,128345
State,New York,1,2009,Number,233452
State,New Mexico,1,2009,Number,28805
State,New Jersey,1,2009,Number,107284
State,New Hampshire,1,2009,Number,14141
State,Nevada,1,2009,Number,38037
State,Nebraska,1,2009,Number,26203
State,Missouri,1,2009,Number,78395
State,Montana,1,2009,Number,12531
State,Mississippi,1,2009,Number,44045
State,Minnesota,1,2009,Number,70940
State,Michigan,1,2009,Number,119240
State,Massachusetts,1,2009,Number,73322
State,Maryland,1,2009,Number,73378
State,Maine,1,2009,Number,13821
State,Louisiana,1,2009,Number,64806
State,Kentucky,1,2009,Number,56880
State,Kansas,1,2009,Number,40735
State,Iowa,1,2009,Number,40297
State,Indiana,1,2009,Number,86670
State,Idaho,1,2009,Number,24759
State,Illinois,1,2009,Number,166884
State,Hawaii,1,2009,Number,17630
State,Georgia,1,2009,Number,140869
State,Florida,1,2009,Number,217414
City,District of Columbia,1,2009,Number,7029
State,Delaware,1,2009,Number,11272
State,Connecticut,1,2009,Number,39856
State,Colorado,1,2009,Number,68435
State,California,1,2009,Number,520305
State,Arkansas,1,2009,Number,40114
State,Arizona,1,2009,Number,96623
State,Alaska,1,2009,Number,10794
Nation,United States,1,2009,Number,4078797
State,Alabama,1,2009,Number,61536
State,Alabama,1,2010,Number,59770
Nation,United States,1,2010,Number,3957904
State,Alaska,1,2010,Number,10961
State,Arizona,1,2010,Number,88750
State,Arkansas,1,2010,Number,38584
State,California,1,2010,Number,494784
State,Colorado,1,2010,Number,67361
State,Connecticut,1,2010,Number,38686
State,Delaware,1,2010,Number,10901
City,District of Columbia,1,2010,Number,6777
State,Florida,1,2010,Number,209278
State,Georgia,1,2010,Number,133393
State,Hawaii,1,2010,Number,17662
State,Illinois,1,2010,Number,163046
State,Idaho,1,2010,Number,23904
State,Indiana,1,2010,Number,84666
State,Iowa,1,2010,Number,39550
State,Kansas,1,2010,Number,40665
State,Kentucky,1,2010,Number,55349
State,Louisiana,1,2010,Number,61936
State,Maine,1,2010,Number,13318
State,Maryland,1,2010,Number,71779
State,Massachusetts,1,2010,Number,71655
State,Michigan,1,2010,Number,115565
State,Minnesota,1,2010,Number,69406
State,Mississippi,1,2010,Number,41177
State,Montana,1,2010,Number,12345
State,Missouri,1,2010,Number,76426
State,Nebraska,1,2010,Number,26162
State,Nevada,1,2010,Number,36517
State,New Hampshire,1,2010,Number,13364
State,New Jersey,1,2010,Number,105081
State,New Mexico,1,2010,Number,28509
State,New York,1,2010,Number,228091
State,North Carolina,1,2010,Number,124312
State,North Dakota,1,2010,Number,9070
State,Ohio,1,2010,Number,140901
State,Oklahoma,1,2010,Number,52405
State,Oregon,1,2010,Number,46633
State,Rhode Island,1,2010,Number,11031
State,Pennsylvania,1,2010,Number,142822
State,South Dakota,1,2010,Number,11766
State,South Carolina,1,2010,Number,59658
State,Tennessee,1,2010,Number,79645
State,Texas,1,2010,Number,380368
State,Utah,1,2010,Number,52694
State,Vermont,1,2010,Number,6130
State,Virginia,1,2010,Number,99612
State,Washington,1,2010,Number,87348
State,West Virginia,1,2010,Number,20342
State,Wisconsin,1,2010,Number,69805
State,Wyoming,1,2010,Number,7944
Territory,Puerto Rico,1,2010,Number,43797
Territory,Puerto Rico,1,2015,Number,33469
State,Wyoming,1,2015,Number,7637
State,Wisconsin,1,2015,Number,67169
State,West Virginia,1,2015,Number,20375
State,Washington,1,2015,Number,88625
State,Vermont,1,2015,Number,6178
State,Virginia,1,2015,Number,101860
State,Utah,1,2015,Number,50579
State,Texas,1,2015,Number,400454
State,Tennessee,1,2015,Number,80416
State,South Dakota,1,2015,Number,12455
State,South Carolina,1,2015,Number,57648
State,Pennsylvania,1,2015,Number,142398
State,Rhode Island,1,2015,Number,10832
State,Oregon,1,2015,Number,46275
State,Oklahoma,1,2015,Number,53160
State,Ohio,1,2015,Number,139677
State,North Dakota,1,2015,Number,11064
State,New York,1,2015,Number,234901
State,North Carolina,1,2015,Number,120569
State,New Mexico,1,2015,Number,26133
State,New Jersey,1,2015,Number,103969
State,New Hampshire,1,2015,Number,12482
State,Nevada,1,2015,Number,35516
State,Nebraska,1,2015,Number,26540
State,Missouri,1,2015,Number,75499
State,Montana,1,2015,Number,12522
State,Mississippi,1,2015,Number,38155
State,Minnesota,1,2015,Number,70521
State,Michigan,1,2015,Number,114614
State,Massachusetts,1,2015,Number,72349
State,Maine,1,2015,Number,12732
State,Maryland,1,2015,Number,72979
State,Louisiana,1,2015,Number,63302
State,Kentucky,1,2015,Number,55312
State,Kansas,1,2015,Number,39238
State,Iowa,1,2015,Number,39693
State,Indiana,1,2015,Number,83368
State,Idaho,1,2015,Number,22302
State,Illinois,1,2015,Number,155954
State,Hawaii,1,2015,Number,18708
State,Georgia,1,2015,Number,130127
State,Florida,1,2015,Number,222145
City,District of Columbia,1,2015,Number,8828
State,Connecticut,1,2015,Number,36606
State,Delaware,1,2015,Number,10969
State,Colorado,1,2015,Number,66719
State,California,1,2015,Number,499405
State,Arkansas,1,2015,Number,37994
State,Arizona,1,2015,Number,87017
State,Alaska,1,2015,Number,11155
Nation,United States,1,2015,Number,3973828
State,Alabama,1,2015,Number,58703
Nation,United States,1,2020,Number,3719267
State,Alaska,1,2020,Number,9465
State,Alabama,1,2020,Number,57207
State,Arizona,1,2020,Number,78287
State,Arkansas,1,2020,Number,35524
State,California,1,2020,Number,440463
State,Colorado,1,2020,Number,61521
State,Connecticut,1,2020,Number,35536
State,Delaware,1,2020,Number,10511
City,District of Columbia,1,2020,Number,8532
State,Florida,1,2020,Number,216561
State,Georgia,1,2020,Number,124082
State,Hawaii,1,2020,Number,16665
State,Idaho,1,2020,Number,21390
State,Indiana,1,2020,Number,80325
State,Illinois,1,2020,Number,140986
State,Iowa,1,2020,Number,37019
State,Kansas,1,2020,Number,35264
State,Kentucky,1,2020,Number,52595
State,Louisiana,1,2020,Number,56719
State,Maryland,1,2020,Number,70783
State,Maine,1,2020,Number,12363
State,Massachusetts,1,2020,Number,69007
State,Michigan,1,2020,Number,108013
State,Minnesota,1,2020,Number,66378
State,Mississippi,1,2020,Number,34961
State,Missouri,1,2020,Number,71056
State,Nebraska,1,2020,Number,24988
State,Montana,1,2020,Number,11302
State,Nevada,1,2020,Number,35064
State,New Hampshire,1,2020,Number,12124
State,New Jersey,1,2020,Number,103671
State,New Mexico,1,2020,Number,22782
State,North Carolina,1,2020,Number,115252
State,New York,1,2020,Number,225825
State,North Dakota,1,2020,Number,10315
State,Ohio,1,2020,Number,132560
State,Oklahoma,1,2020,Number,48066
State,Oregon,1,2020,Number,41577
State,Pennsylvania,1,2020,Number,134596
State,South Carolina,1,2020,Number,54925
State,Rhode Island,1,2020,Number,10622
State,South Dakota,1,2020,Number,11522
State,Tennessee,1,2020,Number,79272
State,Texas,1,2020,Number,371831
State,Virginia,1,2020,Number,97494
State,Vermont,1,2020,Number,5544
State,Utah,1,2020,Number,46535
State,Washington,1,2020,Number,85505
State,West Virginia,1,2020,Number,17491
State,Wisconsin,1,2020,Number,62947
State,Wyoming,1,2020,Number,6244
Territory,Puerto Rico,1,2020,Number,21491
Territory,Puerto Rico,1,2011,Number,42560
State,Wyoming,1,2011,Number,7849
State,Wisconsin,1,2011,Number,70155
State,West Virginia,1,2011,Number,20272
State,Washington,1,2011,Number,88925
State,Virginia,1,2011,Number,101359
State,Utah,1,2011,Number,52458
State,Vermont,1,2011,Number,6134
State,Texas,1,2011,Number,383538
State,Tennessee,1,2011,Number,78986
State,South Carolina,1,2011,Number,58749
State,South Dakota,1,2011,Number,11830
State,Rhode Island,1,2011,Number,11128
State,Pennsylvania,1,2011,Number,143116
State,Oregon,1,2011,Number,46751
State,Oklahoma,1,2011,Number,52378
State,Ohio,1,2011,Number,139068
State,North Dakota,1,2011,Number,9200
State,North Carolina,1,2011,Number,122947
State,New York,1,2011,Number,234737
State,New Mexico,1,2011,Number,28257
State,New Jersey,1,2011,Number,106385
State,New Hampshire,1,2011,Number,13251
State,Nebraska,1,2011,Number,26069
State,Nevada,1,2011,Number,35957
State,Montana,1,2011,Number,12127
State,Missouri,1,2011,Number,75623
State,Mississippi,1,2011,Number,39687
State,Minnesota,1,2011,Number,69883
State,Michigan,1,2011,Number,115576
State,Massachusetts,1,2011,Number,72561
State,Maryland,1,2011,Number,73073
State,Maine,1,2011,Number,13307
State,Louisiana,1,2011,Number,61055
State,Kentucky,1,2011,Number,55253
State,Kansas,1,2011,Number,40906
State,Indiana,1,2011,Number,84357
State,Iowa,1,2011,Number,39596
State,Illinois,1,2011,Number,163472
State,Idaho,1,2011,Number,23573
State,Hawaii,1,2011,Number,18091
State,Georgia,1,2011,Number,133185
State,Florida,1,2011,Number,209408
City,District of Columbia,1,2011,Number,7376
State,Delaware,1,2011,Number,11104
State,Connecticut,1,2011,Number,38555
State,Colorado,1,2011,Number,67721
State,California,1,2011,Number,496602
State,Arkansas,1,2011,Number,38431
State,Alaska,1,2011,Number,11102
State,Arizona,1,2011,Number,86277
Nation,United States,1,2011,Number,3966768
State,Alabama,1,2011,Number,59368
State,Alabama,1,2012,Number,59287
Nation,United States,1,2012,Number,3978210
State,Arizona,1,2012,Number,86582
State,Alaska,1,2012,Number,11483
State,Arkansas,1,2012,Number,38376
State,California,1,2012,Number,509218
State,Colorado,1,2012,Number,66865
State,Connecticut,1,2012,Number,38327
State,Delaware,1,2012,Number,11328
City,District of Columbia,1,2012,Number,8875
State,Florida,1,2012,Number,214524
State,Georgia,1,2012,Number,132368
State,Hawaii,1,2012,Number,19166
State,Idaho,1,2012,Number,22858
State,Illinois,1,2012,Number,161566
State,Iowa,1,2012,Number,37964
State,Indiana,1,2012,Number,83314
State,Kansas,1,2012,Number,40439
State,Kentucky,1,2012,Number,55252
State,Louisiana,1,2012,Number,61687
State,Maine,1,2012,Number,12706
State,Maryland,1,2012,Number,73525
State,Massachusetts,1,2012,Number,73848
State,Michigan,1,2012,Number,114625
State,Minnesota,1,2012,Number,68912
State,Mississippi,1,2012,Number,39163
State,Missouri,1,2012,Number,75505
State,Montana,1,2012,Number,12036
State,Nevada,1,2012,Number,35603
State,Nebraska,1,2012,Number,25834
State,New Hampshire,1,2012,Number,13185
State,New Jersey,1,2012,Number,107034
State,New Mexico,1,2012,Number,27712
State,New York,1,2012,Number,241787
State,North Carolina,1,2012,Number,120684
State,North Dakota,1,2012,Number,9424
State,Ohio,1,2012,Number,137709
State,Oklahoma,1,2012,Number,52611
State,Oregon,1,2012,Number,45942
State,Pennsylvania,1,2012,Number,143364
State,Rhode Island,1,2012,Number,11120
State,South Dakota,1,2012,Number,11782
State,South Carolina,1,2012,Number,57218
State,Tennessee,1,2012,Number,79048
State,Texas,1,2012,Number,385039
State,Vermont,1,2012,Number,6053
State,Utah,1,2012,Number,51260
State,Virginia,1,2012,Number,102345
State,Washington,1,2012,Number,87770
State,West Virginia,1,2012,Number,20573
State,Wisconsin,1,2012,Number,67757
State,Wyoming,1,2012,Number,7557
Territory,Puerto Rico,1,2012,Number,39442
Territory,Puerto Rico,1,2014,Number,35766
State,Wyoming,1,2014,Number,7504
State,Wisconsin,1,2014,Number,67139
State,West Virginia,1,2014,Number,20679
State,Washington,1,2014,Number,88533
State,Vermont,1,2014,Number,6008
State,Virginia,1,2014,Number,101933
State,Texas,1,2014,Number,389574
State,Utah,1,2014,Number,51314
State,Tennessee,1,2014,Number,80017
State,South Dakota,1,2014,Number,12135
State,South Carolina,1,2014,Number,56857
State,Rhode Island,1,2014,Number,10875
State,Pennsylvania,1,2014,Number,141612
State,Oregon,1,2014,Number,45520
State,Oklahoma,1,2014,Number,53233
State,Ohio,1,2014,Number,139750
State,North Dakota,1,2014,Number,10460
State,New York,1,2014,Number,238052
State,North Carolina,1,2014,Number,118967
State,New Mexico,1,2014,Number,26525
State,New Jersey,1,2014,Number,103916
State,New Hampshire,1,2014,Number,12910
State,Nevada,1,2014,Number,35569
State,Nebraska,1,2014,Number,26045
State,Montana,1,2014,Number,12291
State,Missouri,1,2014,Number,74687
State,Mississippi,1,2014,Number,38094
State,Minnesota,1,2014,Number,69561
State,Michigan,1,2014,Number,113458
State,Massachusetts,1,2014,Number,72641
State,Maine,1,2014,Number,12862
State,Maryland,1,2014,Number,73212
State,Louisiana,1,2014,Number,61890
State,Kentucky,1,2014,Number,55506
State,Kansas,1,2014,Number,39510
State,Iowa,1,2014,Number,39135
State,Indiana,1,2014,Number,83637
State,Illinois,1,2014,Number,156381
State,Idaho,1,2014,Number,22703
State,Hawaii,1,2014,Number,18895
State,Georgia,1,2014,Number,128888
State,Florida,1,2014,Number,215727
City,District of Columbia,1,2014,Number,9222
State,Connecticut,1,2014,Number,36585
State,Delaware,1,2014,Number,10823
State,Colorado,1,2014,Number,65248
State,California,1,2014,Number,499916
State,Arkansas,1,2014,Number,37734
State,Arizona,1,2014,Number,86903
State,Alaska,1,2014,Number,11202
Nation,United States,1,2014,Number,3949559
State,Alabama,1,2014,Number,57721
State,Alabama,1,2016,Number,59428
Nation,United States,1,2016,Number,4003586
State,Alaska,1,2016,Number,11065
State,Arizona,1,2016,Number,87846
State,Arkansas,1,2016,Number,38575
State,California,1,2016,Number,500491
State,Colorado,1,2016,Number,67207
State,Delaware,1,2016,Number,10984
State,Connecticut,1,2016,Number,36899
City,District of Columbia,1,2016,Number,9429
State,Florida,1,2016,Number,225879
State,Georgia,1,2016,Number,132371
State,Hawaii,1,2016,Number,18253
State,Idaho,1,2016,Number,23331
State,Illinois,1,2016,Number,157466
State,Indiana,1,2016,Number,84457
State,Iowa,1,2016,Number,39901
State,Kansas,1,2016,Number,38563
State,Kentucky,1,2016,Number,55476
State,Louisiana,1,2016,Number,63359
State,Maryland,1,2016,Number,73829
State,Maine,1,2016,Number,12781
State,Massachusetts,1,2016,Number,72362
State,Michigan,1,2016,Number,114747
State,Minnesota,1,2016,Number,70603
State,Mississippi,1,2016,Number,38068
State,Missouri,1,2016,Number,75074
State,Montana,1,2016,Number,12720
State,Nebraska,1,2016,Number,26949
State,Nevada,1,2016,Number,36957
State,New Hampshire,1,2016,Number,12736
State,New Jersey,1,2016,Number,103654
State,New Mexico,1,2016,Number,25629
State,North Carolina,1,2016,Number,121242
State,New York,1,2016,Number,236720
State,North Dakota,1,2016,Number,11164
State,Ohio,1,2016,Number,139856
State,Oklahoma,1,2016,Number,52925
State,Oregon,1,2016,Number,46672
State,Pennsylvania,1,2016,Number,141997
State,Rhode Island,1,2016,Number,11009
State,South Carolina,1,2016,Number,58801
State,South Dakota,1,2016,Number,12380
State,Tennessee,1,2016,Number,81632
State,Utah,1,2016,Number,50857
State,Texas,1,2016,Number,406885
State,Virginia,1,2016,Number,102911
State,Vermont,1,2016,Number,6030
State,Washington,1,2016,Number,90762
State,West Virginia,1,2016,Number,19906
State,Wisconsin,1,2016,Number,67142
State,Wyoming,1,2016,Number,7606
Territory,Puerto Rico,1,2016,Number,30552
Territory,Puerto Rico,1,2017,Number,27545
State,Wyoming,1,2017,Number,7417
State,Wisconsin,1,2017,Number,67135
State,West Virginia,1,2017,Number,19173
State,Washington,1,2017,Number,92501
State,Vermont,1,2017,Number,5906
State,Virginia,1,2017,Number,104006
State,Texas,1,2017,Number,405952
State,Utah,1,2017,Number,50660
State,Tennessee,1,2017,Number,81776
State,South Dakota,1,2017,Number,12419
State,South Carolina,1,2017,Number,58413
State,Rhode Island,1,2017,Number,11070
State,Pennsylvania,1,2017,Number,141005
State,Oregon,1,2017,Number,46480
State,Oklahoma,1,2017,Number,52857
State,Ohio,1,2017,Number,139323
State,North Dakota,1,2017,Number,11070
State,New York,1,2017,Number,233043
State,North Carolina,1,2017,Number,122245
State,New Mexico,1,2017,Number,25104
State,New Jersey,1,2017,Number,104007
State,New Hampshire,1,2017,Number,12697
State,Nevada,1,2017,Number,36774
State,Nebraska,1,2017,Number,26471
State,Montana,1,2017,Number,12670
State,Missouri,1,2017,Number,74807
State,Mississippi,1,2017,Number,37533
State,Minnesota,1,2017,Number,70940
State,Michigan,1,2017,Number,114413
State,Massachusetts,1,2017,Number,71986
State,Maine,1,2017,Number,12836
State,Maryland,1,2017,Number,73607
State,Louisiana,1,2017,Number,63399
State,Kentucky,1,2017,Number,55452
State,Kansas,1,2017,Number,38503
State,Iowa,1,2017,Number,39729
State,Indiana,1,2017,Number,83685
State,Illinois,1,2017,Number,155191
State,Idaho,1,2017,Number,23108
State,Hawaii,1,2017,Number,18089
State,Georgia,1,2017,Number,131845
State,Florida,1,2017,Number,229722
City,District of Columbia,1,2017,Number,9405
State,Connecticut,1,2017,Number,36283
State,Delaware,1,2017,Number,11146
State,Colorado,1,2017,Number,66635
State,California,1,2017,Number,488741
State,Arkansas,1,2017,Number,38522
State,Arizona,1,2017,Number,85833
State,Alaska,1,2017,Number,10970
Nation,United States,1,2017,Number,3981864
State,Alabama,1,2017,Number,59310
Nation,United States,1,2022,Number,3588817
State,Alaska,1,2022,Number,9266
State,Alabama,1,2022,Number,57185
State,Arizona,1,2022,Number,75953
State,Arkansas,1,2022,Number,35287
State,California,1,2022,Number,407106
State,Connecticut,1,2022,Number,34725
State,Delaware,1,2022,Number,10421
State,Colorado,1,2022,Number,61287
City,District of Columbia,1,2022,Number,8124
State,Florida,1,2022,Number,213207
State,Georgia,1,2022,Number,122903
State,Hawaii,1,2022,Number,15287
State,Idaho,1,2022,Number,22135
State,Indiana,1,2022,Number,77980
State,Illinois,1,2022,Number,130551
State,Iowa,1,2022,Number,36147
