LocationType,Location,Single Age,TimeFrame,DataFormat,Data
State,Louisiana,4,1990,Number,68208
State,Maine,4,1990,Number,17673
State,Maryland,4,1990,Number,71095
State,Massachusetts,4,1990,Number,80402
State,Michigan,4,1990,Number,140239
State,Minnesota,4,1990,Number,69614
State,Mississippi,4,1990,Number,39487
State,Missouri,4,1990,Number,75608
State,Montana,4,1990,Number,12548
State,Nebraska,4,1990,Number,24567
State,Nevada,4,1990,Number,19234
State,New Hampshire,4,1990,Number,16798
State,New Jersey,4,1990,Number,104398
State,New Mexico,4,1990,Number,26283
State,New York,4,1990,Number,246173
State,North Carolina,4,1990,Number,91349
State,North Dakota,4,1990,Number,9752
State,Ohio,4,1990,Number,157463
State,Oklahoma,4,1990,Number,47217
State,Oregon,4,1990,Number,42348
State,Pennsylvania,4,1990,Number,160698
State,Rhode Island,4,1990,Number,13075
State,South Carolina,4,1990,Number,51105
State,South Dakota,4,1990,Number,11238
State,Tennessee,4,1990,Number,67141
State,Texas,4,1990,Number,284695
State,Utah,4,1990,Number,34031
State,Vermont,4,1990,Number,8432
State,Virginia,4,1990,Number,88359
State,Washington,4,1990,Number,76629
State,West Virginia,4,1990,Number,21947
State,Wisconsin,4,1990,Number,75764
State,Wyoming,4,1990,Number,7481
Territory,Puerto Rico,4,1990,Number,N.A.
Territory,Puerto Rico,4,1991,Number,N.A.
State,Wyoming,4,1991,Number,7182
State,Wisconsin,4,1991,Number,74719
State,West Virginia,4,1991,Number,21467
State,Washington,4,1991,Number,76224
State,Virginia,4,1991,Number,89536
State,Vermont,4,1991,Number,8460
State,Utah,4,1991,Number,33478
State,Texas,4,1991,Number,284447
State,Tennessee,4,1991,Number,66982
State,South Dakota,4,1991,Number,11202
State,South Carolina,4,1991,Number,51639
State,Rhode Island,4,1991,Number,13454
State,Pennsylvania,4,1991,Number,162265
State,Oregon,4,1991,Number,41875
State,Oklahoma,4,1991,Number,46283
State,Ohio,4,1991,Number,157202
State,North Dakota,4,1991,Number,9404
State,North Carolina,4,1991,Number,92254
State,New York,4,1991,Number,252902
State,New Mexico,4,1991,Number,25962
State,New Jersey,4,1991,Number,107821
State,New Hampshire,4,1991,Number,16955
State,Nevada,4,1991,Number,19360
State,Nebraska,4,1991,Number,24216
State,Montana,4,1991,Number,12322
State,Missouri,4,1991,Number,74550
State,Mississippi,4,1991,Number,38361
State,Minnesota,4,1991,Number,68716
State,Michigan,4,1991,Number,140600
State,Massachusetts,4,1991,Number,82264
State,Maryland,4,1991,Number,72746
State,Maine,4,1991,Number,17620
State,Louisiana,4,1991,Number,66582
State,Kentucky,4,1991,Number,50261
State,Kansas,4,1991,Number,38425
State,Iowa,4,1991,Number,38938
State,Indiana,4,1991,Number,78958
State,Illinois,4,1991,Number,168211
State,Idaho,4,1991,Number,16553
State,Hawaii,4,1991,Number,16541
State,Georgia,4,1991,Number,100203
State,Florida,4,1991,Number,177873
City,District of Columbia,4,1991,Number,7044
State,Delaware,4,1991,Number,9925
State,Connecticut,4,1991,Number,46117
State,Colorado,4,1991,Number,52611
State,California,4,1991,Number,488857
State,Arkansas,4,1991,Number,33316
State,Arizona,4,1991,Number,59626
State,Alaska,4,1991,Number,11182
State,Alabama,4,1991,Number,56688
Nation,United States,4,1991,Number,3720379
Nation,United States,4,1992,Number,3789323
State,Alabama,4,1992,Number,57162
State,Alaska,4,1992,Number,11151
State,Arizona,4,1992,Number,60661
State,Arkansas,4,1992,Number,33896
State,California,4,1992,Number,504102
State,Colorado,4,1992,Number,52826
State,Connecticut,4,1992,Number,47681
State,Delaware,4,1992,Number,10193
City,District of Columbia,4,1992,Number,7272
State,Florida,4,1992,Number,182811
State,Georgia,4,1992,Number,103605
State,Hawaii,4,1992,Number,16972
State,Idaho,4,1992,Number,16610
State,Illinois,4,1992,Number,171912
State,Indiana,4,1992,Number,79157
State,Iowa,4,1992,Number,38353
State,Kansas,4,1992,Number,38043
State,Kentucky,4,1992,Number,50803
State,Louisiana,4,1992,Number,66316
State,Maine,4,1992,Number,17541
State,Maryland,4,1992,Number,74862
State,Massachusetts,4,1992,Number,84684
State,Michigan,4,1992,Number,142065
State,Minnesota,4,1992,Number,68914
State,Mississippi,4,1992,Number,39058
State,Missouri,4,1992,Number,74705
State,Montana,4,1992,Number,12342
State,Nebraska,4,1992,Number,23894
State,Nevada,4,1992,Number,20032
State,New Hampshire,4,1992,Number,17389
State,New Jersey,4,1992,Number,112421
State,New Mexico,4,1992,Number,26129
State,New York,4,1992,Number,262233
State,North Carolina,4,1992,Number,95771
State,North Dakota,4,1992,Number,9252
State,Ohio,4,1992,Number,158648
State,Oklahoma,4,1992,Number,46206
State,Oregon,4,1992,Number,42420
State,Pennsylvania,4,1992,Number,164302
State,Rhode Island,4,1992,Number,13711
State,South Carolina,4,1992,Number,52893
State,South Dakota,4,1992,Number,11204
State,Tennessee,4,1992,Number,68881
State,Texas,4,1992,Number,286823
State,Utah,4,1992,Number,33753
State,Vermont,4,1992,Number,8520
State,Virginia,4,1992,Number,91688
State,Washington,4,1992,Number,77459
State,West Virginia,4,1992,Number,21241
State,Wisconsin,4,1992,Number,73864
State,Wyoming,4,1992,Number,6892
Territory,Puerto Rico,4,1992,Number,N.A.
Territory,Puerto Rico,4,1993,Number,N.A.
State,Wyoming,4,1993,Number,6882
State,Wisconsin,4,1993,Number,74083
State,West Virginia,4,1993,Number,21426
State,Washington,4,1993,Number,79148
State,Virginia,4,1993,Number,94094
State,Vermont,4,1993,Number,8666
State,Utah,4,1993,Number,34991
State,Texas,4,1993,Number,291711
State,Tennessee,4,1993,Number,71971
State,South Dakota,4,1993,Number,11204
State,South Carolina,4,1993,Number,54872
State,Rhode Island,4,1993,Number,14154
State,Pennsylvania,4,1993,Number,167958
State,Oregon,4,1993,Number,43171
State,Oklahoma,4,1993,Number,47119
State,Ohio,4,1993,Number,161181
State,North Dakota,4,1993,Number,9235
State,North Carolina,4,1993,Number,100076
State,New York,4,1993,Number,271676
State,New Mexico,4,1993,Number,26834
State,New Jersey,4,1993,Number,116591
State,New Hampshire,4,1993,Number,17712
State,Nevada,4,1993,Number,21468
State,Nebraska,4,1993,Number,24175
State,Montana,4,1993,Number,12388
State,Missouri,4,1993,Number,76249
State,Mississippi,4,1993,Number,40241
State,Minnesota,4,1993,Number,69731
State,Michigan,4,1993,Number,145953
State,Massachusetts,4,1993,Number,87827
State,Maryland,4,1993,Number,77010
State,Maine,4,1993,Number,17572
State,Louisiana,4,1993,Number,67184
State,Kentucky,4,1993,Number,51614
State,Kansas,4,1993,Number,38568
State,Iowa,4,1993,Number,38755
State,Indiana,4,1993,Number,80963
State,Illinois,4,1993,Number,175677
State,Idaho,4,1993,Number,17199
State,Hawaii,4,1993,Number,17780
State,Georgia,4,1993,Number,107591
State,Florida,4,1993,Number,190794
City,District of Columbia,4,1993,Number,7935
State,Delaware,4,1993,Number,10493
State,Connecticut,4,1993,Number,49267
State,Colorado,4,1993,Number,54046
State,California,4,1993,Number,525228
State,Arkansas,4,1993,Number,34670
State,Arizona,4,1993,Number,63585
State,Alaska,4,1993,Number,11519
State,Alabama,4,1993,Number,58859
Nation,United States,4,1993,Number,3899096
Nation,United States,4,1994,Number,4068895
State,Alabama,4,1994,Number,61357
State,Alaska,4,1994,Number,11786
State,Arizona,4,1994,Number,66992
State,Arkansas,4,1994,Number,36172
State,California,4,1994,Number,565833
State,Colorado,4,1994,Number,55541
State,Connecticut,4,1994,Number,50593
State,Delaware,4,1994,Number,10976
City,District of Columbia,4,1994,Number,9002
State,Florida,4,1994,Number,201097
State,Georgia,4,1994,Number,112612
State,Hawaii,4,1994,Number,19147
State,Idaho,4,1994,Number,18078
State,Illinois,4,1994,Number,183612
State,Indiana,4,1994,Number,83649
State,Iowa,4,1994,Number,39209
State,Kansas,4,1994,Number,38940
State,Kentucky,4,1994,Number,53614
State,Louisiana,4,1994,Number,68389
State,Maine,4,1994,Number,17742
State,Maryland,4,1994,Number,80048
State,Massachusetts,4,1994,Number,91182
State,Michigan,4,1994,Number,152387
State,Minnesota,4,1994,Number,70254
State,Mississippi,4,1994,Number,41934
State,Missouri,4,1994,Number,78161
State,Montana,4,1994,Number,12562
State,Nebraska,4,1994,Number,24532
State,Nevada,4,1994,Number,23376
State,New Hampshire,4,1994,Number,18106
State,New Jersey,4,1994,Number,122135
State,New Mexico,4,1994,Number,28145
State,New York,4,1994,Number,285042
State,North Carolina,4,1994,Number,104796
State,North Dakota,4,1994,Number,9196
State,Ohio,4,1994,Number,165103
State,Oklahoma,4,1994,Number,48523
State,Oregon,4,1994,Number,44560
State,Pennsylvania,4,1994,Number,172312
State,Rhode Island,4,1994,Number,14760
State,South Carolina,4,1994,Number,57496
State,South Dakota,4,1994,Number,11294
State,Tennessee,4,1994,Number,75424
State,Texas,4,1994,Number,304609
State,Utah,4,1994,Number,35689
State,Vermont,4,1994,Number,8837
State,Virginia,4,1994,Number,97703
State,Washington,4,1994,Number,81769
State,West Virginia,4,1994,Number,22087
State,Wisconsin,4,1994,Number,75535
State,Wyoming,4,1994,Number,6997
Territory,Puerto Rico,4,1994,Number,N.A.
Territory,Puerto Rico,4,1995,Number,N.A.
State,Wyoming,4,1995,Number,6653
State,Wisconsin,4,1995,Number,72617
State,West Virginia,4,1995,Number,22616
State,Washington,4,1995,Number,81307
State,Virginia,4,1995,Number,96898
State,Vermont,4,1995,Number,8323
State,Utah,4,1995,Number,35536
State,Texas,4,1995,Number,314633
State,Tennessee,4,1995,Number,76844
State,South Dakota,4,1995,Number,10831
State,South Carolina,4,1995,Number,57730
State,Rhode Island,4,1995,Number,14554
State,Pennsylvania,4,1995,Number,169108
State,Oregon,4,1995,Number,44084
State,Oklahoma,4,1995,Number,48571
State,Ohio,4,1995,Number,162923
State,North Dakota,4,1995,Number,8377
State,North Carolina,4,1995,Number,106078
State,New York,4,1995,Number,289442
State,New Mexico,4,1995,Number,28357
State,New Jersey,4,1995,Number,123685
State,New Hampshire,4,1995,Number,16883
State,Nevada,4,1995,Number,24079
State,Nebraska,4,1995,Number,23461
State,Montana,4,1995,Number,12041
State,Missouri,4,1995,Number,78301
State,Mississippi,4,1995,Number,42398
State,Minnesota,4,1995,Number,67278
State,Michigan,4,1995,Number,148011
State,Massachusetts,4,1995,Number,87842
State,Maryland,4,1995,Number,79689
State,Maine,4,1995,Number,16823
State,Louisiana,4,1995,Number,68994
State,Kentucky,4,1995,Number,54086
State,Kansas,4,1995,Number,37445
State,Iowa,4,1995,Number,37884
State,Indiana,4,1995,Number,84284
State,Illinois,4,1995,Number,188065
State,Idaho,4,1995,Number,18111
State,Hawaii,4,1995,Number,19439
State,Georgia,4,1995,Number,113330
State,Florida,4,1995,Number,201873
City,District of Columbia,4,1995,Number,9102
State,Delaware,4,1995,Number,11037
State,Connecticut,4,1995,Number,49175
State,Colorado,4,1995,Number,55634
State,California,4,1995,Number,596336
State,Arkansas,4,1995,Number,36802
State,Arizona,4,1995,Number,69839
State,Alaska,4,1995,Number,10881
State,Alabama,4,1995,Number,62490
Nation,United States,4,1995,Number,4100780
Nation,United States,4,1996,Number,4085689
State,Alabama,4,1996,Number,62721
State,Alaska,4,1996,Number,10640
State,Arizona,4,1996,Number,70714
State,Arkansas,4,1996,Number,36870
State,California,4,1996,Number,588123
State,Colorado,4,1996,Number,56107
State,Connecticut,4,1996,Number,48311
State,Delaware,4,1996,Number,10796
City,District of Columbia,4,1996,Number,8604
State,Florida,4,1996,Number,198669
State,Georgia,4,1996,Number,114640
State,Hawaii,4,1996,Number,19287
State,Idaho,4,1996,Number,18627
State,Illinois,4,1996,Number,189649
State,Indiana,4,1996,Number,85352
State,Iowa,4,1996,Number,38334
State,Kansas,4,1996,Number,37632
State,Kentucky,4,1996,Number,54452
State,Louisiana,4,1996,Number,69218
State,Maine,4,1996,Number,16441
State,Maryland,4,1996,Number,77293
State,Massachusetts,4,1996,Number,86758
State,Michigan,4,1996,Number,145982
State,Minnesota,4,1996,Number,66926
State,Mississippi,4,1996,Number,43161
State,Missouri,4,1996,Number,78239
State,Montana,4,1996,Number,11953
State,Nebraska,4,1996,Number,23287
State,Nevada,4,1996,Number,24461
State,New Hampshire,4,1996,Number,16625
State,New Jersey,4,1996,Number,123090
State,New Mexico,4,1996,Number,28495
State,New York,4,1996,Number,286237
State,North Carolina,4,1996,Number,106573
State,North Dakota,4,1996,Number,8341
State,Ohio,4,1996,Number,162678
State,Oklahoma,4,1996,Number,48478
State,Oregon,4,1996,Number,43504
State,Pennsylvania,4,1996,Number,166700
State,Rhode Island,4,1996,Number,14231
State,South Carolina,4,1996,Number,57197
State,South Dakota,4,1996,Number,10716
State,Tennessee,4,1996,Number,76897
State,Texas,4,1996,Number,320159
State,Utah,4,1996,Number,36107
State,Vermont,4,1996,Number,8052
State,Virginia,4,1996,Number,95898
State,Washington,4,1996,Number,81004
State,West Virginia,4,1996,Number,22642
State,Wisconsin,4,1996,Number,72283
State,Wyoming,4,1996,Number,6535
Territory,Puerto Rico,4,1996,Number,N.A.
Territory,Puerto Rico,4,1997,Number,N.A.
State,Wyoming,4,1997,Number,6370
State,Wisconsin,4,1997,Number,71793
State,West Virginia,4,1997,Number,22155
State,Washington,4,1997,Number,80031
State,Virginia,4,1997,Number,94518
State,Vermont,4,1997,Number,7755
State,Utah,4,1997,Number,36512
State,Texas,4,1997,Number,320449
State,Tennessee,4,1997,Number,75912
State,South Dakota,4,1997,Number,10398
State,South Carolina,4,1997,Number,55971
State,Rhode Island,4,1997,Number,13812
State,Pennsylvania,4,1997,Number,162976
State,Oregon,4,1997,Number,43310
State,Oklahoma,4,1997,Number,47211
State,Ohio,4,1997,Number,159714
State,North Dakota,4,1997,Number,8258
State,North Carolina,4,1997,Number,105775
State,New York,4,1997,Number,278783
State,New Mexico,4,1997,Number,28131
State,New Jersey,4,1997,Number,120103
State,New Hampshire,4,1997,Number,16299
State,Nevada,4,1997,Number,25440
State,Nebraska,4,1997,Number,23034
State,Montana,4,1997,Number,11467
State,Missouri,4,1997,Number,76828
State,Mississippi,4,1997,Number,42651
State,Minnesota,4,1997,Number,66192
State,Michigan,4,1997,Number,142558
State,Massachusetts,4,1997,Number,84604
State,Maryland,4,1997,Number,75094
State,Maine,4,1997,Number,15620
State,Louisiana,4,1997,Number,67490
State,Kentucky,4,1997,Number,54551
State,Kansas,4,1997,Number,37509
State,Iowa,4,1997,Number,37901
State,Indiana,4,1997,Number,85526
State,Illinois,4,1997,Number,188576
State,Idaho,4,1997,Number,18852
State,Hawaii,4,1997,Number,18805
State,Georgia,4,1997,Number,114516
State,Florida,4,1997,Number,198312
City,District of Columbia,4,1997,Number,8272
State,Delaware,4,1997,Number,10615
State,Connecticut,4,1997,Number,47226
State,Colorado,4,1997,Number,56098
State,California,4,1997,Number,568894
State,Arkansas,4,1997,Number,36119
State,Arizona,4,1997,Number,70177
State,Alaska,4,1997,Number,10387
State,Alabama,4,1997,Number,62333
Nation,United States,4,1997,Number,4021883
Nation,United States,4,1998,Number,3980381
State,Alabama,4,1998,Number,61116
State,Alaska,4,1998,Number,10270
State,Arizona,4,1998,Number,72327
State,Arkansas,4,1998,Number,36278
State,California,4,1998,Number,552522
State,Colorado,4,1998,Number,56849
State,Connecticut,4,1998,Number,46756
State,Delaware,4,1998,Number,10540
City,District of Columbia,4,1998,Number,7766
State,Florida,4,1998,Number,195757
State,Georgia,4,1998,Number,115573
State,Hawaii,4,1998,Number,18142
State,Idaho,4,1998,Number,18717
State,Illinois,4,1998,Number,186874
State,Indiana,4,1998,Number,85571
State,Iowa,4,1998,Number,37671
State,Kansas,4,1998,Number,37959
State,Kentucky,4,1998,Number,54291
State,Louisiana,4,1998,Number,66381
State,Maine,4,1998,Number,15079
State,Maryland,4,1998,Number,74501
State,Massachusetts,4,1998,Number,84140
State,Michigan,4,1998,Number,140955
State,Minnesota,4,1998,Number,66354
State,Mississippi,4,1998,Number,42233
State,Missouri,4,1998,Number,76019
State,Montana,4,1998,Number,11232
State,Nebraska,4,1998,Number,23231
State,Nevada,4,1998,Number,27164
State,New Hampshire,4,1998,Number,16236
State,New Jersey,4,1998,Number,118553
State,New Mexico,4,1998,Number,27308
State,New York,4,1998,Number,270725
State,North Carolina,4,1998,Number,105318
State,North Dakota,4,1998,Number,8249
State,Ohio,4,1998,Number,157696
State,Oklahoma,4,1998,Number,46663
State,Oregon,4,1998,Number,43995
State,Pennsylvania,4,1998,Number,159557
State,Rhode Island,4,1998,Number,13179
State,South Carolina,4,1998,Number,54380
State,South Dakota,4,1998,Number,10267
State,Tennessee,4,1998,Number,75834
State,Texas,4,1998,Number,321287
State,Utah,4,1998,Number,37523
State,Vermont,4,1998,Number,7543
State,Virginia,4,1998,Number,94425
State,Washington,4,1998,Number,79981
State,West Virginia,4,1998,Number,21839
State,Wisconsin,4,1998,Number,71274
State,Wyoming,4,1998,Number,6281
Territory,Puerto Rico,4,1998,Number,N.A.
Territory,Puerto Rico,4,1999,Number,N.A.
State,Wyoming,4,1999,Number,6185
State,Wisconsin,4,1999,Number,70865
State,West Virginia,4,1999,Number,21417
State,Washington,4,1999,Number,80096
State,Virginia,4,1999,Number,93442
State,Vermont,4,1999,Number,7311
State,Utah,4,1999,Number,38698
State,Texas,4,1999,Number,322876
State,Tennessee,4,1999,Number,76016
State,South Dakota,4,1999,Number,10235
State,South Carolina,4,1999,Number,53350
State,Rhode Island,4,1999,Number,13212
State,Pennsylvania,4,1999,Number,156090
State,Oregon,4,1999,Number,44952
State,Oklahoma,4,1999,Number,46058
State,Ohio,4,1999,Number,156818
State,North Dakota,4,1999,Number,8152
State,North Carolina,4,1999,Number,105813
State,New York,4,1999,Number,264514
State,New Mexico,4,1999,Number,26798
State,New Jersey,4,1999,Number,117695
State,New Hampshire,4,1999,Number,16154
State,Nevada,4,1999,Number,28835
State,Nebraska,4,1999,Number,23458
State,Montana,4,1999,Number,11226
State,Missouri,4,1999,Number,75669
State,Mississippi,4,1999,Number,41801
State,Minnesota,4,1999,Number,66761
State,Michigan,4,1999,Number,139589
State,Massachusetts,4,1999,Number,83065
State,Maryland,4,1999,Number,73554
State,Maine,4,1999,Number,14869
State,Louisiana,4,1999,Number,64415
State,Kentucky,4,1999,Number,54097
State,Kansas,4,1999,Number,38162
State,Iowa,4,1999,Number,37896
State,Indiana,4,1999,Number,86187
State,Illinois,4,1999,Number,184258
State,Idaho,4,1999,Number,19186
State,Hawaii,4,1999,Number,17025
State,Georgia,4,1999,Number,117337
State,Florida,4,1999,Number,193385
City,District of Columbia,4,1999,Number,7119
State,Delaware,4,1999,Number,10589
State,Connecticut,4,1999,Number,46690
State,Colorado,4,1999,Number,58227
State,California,4,1999,Number,535181
State,Arkansas,4,1999,Number,36561
State,Arizona,4,1999,Number,75017
State,Alaska,4,1999,Number,9979
State,Alabama,4,1999,Number,60369
Nation,United States,4,1999,Number,3947254
Nation,United States,4,2000,Number,3902384
State,Alabama,4,2000,Number,59339
State,Alaska,4,2000,Number,9812
State,Arizona,4,2000,Number,76352
State,Arkansas,4,2000,Number,36366
State,California,4,2000,Number,520630
State,Colorado,4,2000,Number,59456
State,Connecticut,4,2000,Number,46361
State,Delaware,4,2000,Number,10524
City,District of Columbia,4,2000,Number,6684
State,Florida,4,2000,Number,192735
State,Georgia,4,2000,Number,118493
State,Hawaii,4,2000,Number,16146
State,Idaho,4,2000,Number,19559
State,Illinois,4,2000,Number,179536
State,Indiana,4,2000,Number,85756
State,Iowa,4,2000,Number,37931
State,Kansas,4,2000,Number,38011
State,Kentucky,4,2000,Number,53364
State,Louisiana,4,2000,Number,62991
State,Maine,4,2000,Number,14780
State,Maryland,4,2000,Number,72486
State,Massachusetts,4,2000,Number,81142
State,Michigan,4,2000,Number,137556
State,Minnesota,4,2000,Number,67240
State,Mississippi,4,2000,Number,40806
State,Missouri,4,2000,Number,74993
State,Montana,4,2000,Number,11263
State,Nebraska,4,2000,Number,23513
State,Nevada,4,2000,Number,29726
State,New Hampshire,4,2000,Number,16076
State,New Jersey,4,2000,Number,116267
State,New Mexico,4,2000,Number,26334
State,New York,4,2000,Number,256480
State,North Carolina,4,2000,Number,106565
State,North Dakota,4,2000,Number,8069
State,Ohio,4,2000,Number,154714
State,Oklahoma,4,2000,Number,46234
State,Oregon,4,2000,Number,45051
State,Pennsylvania,4,2000,Number,151830
State,Rhode Island,4,2000,Number,13175
State,South Carolina,4,2000,Number,52835
State,South Dakota,4,2000,Number,10297
State,Tennessee,4,2000,Number,75506
State,Texas,4,2000,Number,323558
State,Utah,4,2000,Number,39504
State,Vermont,4,2000,Number,7176
State,Virginia,4,2000,Number,92682
State,Washington,4,2000,Number,79569
State,West Virginia,4,2000,Number,20784
State,Wisconsin,4,2000,Number,69984
State,Wyoming,4,2000,Number,6143
Territory,Puerto Rico,4,2000,Number,60602
Territory,Puerto Rico,4,2001,Number,59087
State,Wyoming,4,2001,Number,6131
State,Wisconsin,4,2001,Number,69177
State,West Virginia,4,2001,Number,20150
State,Washington,4,2001,Number,78802
State,Virginia,4,2001,Number,92493
State,Vermont,4,2001,Number,6960
State,Utah,4,2001,Number,40350
State,Texas,4,2001,Number,322380
State,Tennessee,4,2001,Number,74128
State,South Dakota,4,2001,Number,10147
State,South Carolina,4,2001,Number,52199
State,Rhode Island,4,2001,Number,12950
State,Pennsylvania,4,2001,Number,146277
State,Oregon,4,2001,Number,44831
State,Oklahoma,4,2001,Number,46114
State,Ohio,4,2001,Number,149663
State,North Dakota,4,2001,Number,7709
State,North Carolina,4,2001,Number,106595
State,New York,4,2001,Number,245361
State,New Mexico,4,2001,Number,25276
State,New Jersey,4,2001,Number,114196
State,New Hampshire,4,2001,Number,15862
State,Nevada,4,2001,Number,30192
State,Nebraska,4,2001,Number,23295
State,Montana,4,2001,Number,11005
State,Missouri,4,2001,Number,73460
State,Mississippi,4,2001,Number,39805
State,Minnesota,4,2001,Number,66456
State,Michigan,4,2001,Number,134771
State,Massachusetts,4,2001,Number,79190
State,Maryland,4,2001,Number,71225
State,Maine,4,2001,Number,14576
State,Louisiana,4,2001,Number,62446
State,Kentucky,4,2001,Number,52502
State,Kansas,4,2001,Number,36720
State,Iowa,4,2001,Number,37663
State,Indiana,4,2001,Number,83749
State,Illinois,4,2001,Number,173575
State,Idaho,4,2001,Number,19728
State,Hawaii,4,2001,Number,15232
State,Georgia,4,2001,Number,118861
State,Florida,4,2001,Number,191992
City,District of Columbia,4,2001,Number,6337
State,Delaware,4,2001,Number,10024
State,Connecticut,4,2001,Number,45932
State,Colorado,4,2001,Number,59681
State,California,4,2001,Number,500661
State,Arkansas,4,2001,Number,36365
State,Arizona,4,2001,Number,76151
State,Alaska,4,2001,Number,9374
State,Alabama,4,2001,Number,58627
Nation,United States,4,2001,Number,3827346
Nation,United States,4,2002,Number,3812607
State,Alabama,4,2002,Number,58605
State,Alaska,4,2002,Number,9453
State,Arizona,4,2002,Number,76615
State,Arkansas,4,2002,Number,36139
State,California,4,2002,Number,486677
State,Colorado,4,2002,Number,59588
State,Connecticut,4,2002,Number,44264
State,Delaware,4,2002,Number,10355
City,District of Columbia,4,2002,Number,6239
State,Florida,4,2002,Number,192932
State,Georgia,4,2002,Number,119850
State,Hawaii,4,2002,Number,15032
State,Idaho,4,2002,Number,19507
State,Illinois,4,2002,Number,171682
State,Indiana,4,2002,Number,84344
State,Iowa,4,2002,Number,37342
State,Kansas,4,2002,Number,37405
State,Kentucky,4,2002,Number,52841
State,Louisiana,4,2002,Number,63700
State,Maine,4,2002,Number,14420
State,Maryland,4,2002,Number,70064
State,Massachusetts,4,2002,Number,78474
State,Michigan,4,2002,Number,134458
State,Minnesota,4,2002,Number,66303
State,Mississippi,4,2002,Number,40327
State,Missouri,4,2002,Number,74682
State,Montana,4,2002,Number,10851
State,Nebraska,4,2002,Number,22914
State,Nevada,4,2002,Number,30017
State,New Hampshire,4,2002,Number,15456
State,New Jersey,4,2002,Number,113039
State,New Mexico,4,2002,Number,25380
State,New York,4,2002,Number,240112
State,North Carolina,4,2002,Number,108631
State,North Dakota,4,2002,Number,7802
State,Ohio,4,2002,Number,150215
State,Oklahoma,4,2002,Number,47265
State,Oregon,4,2002,Number,44520
State,Pennsylvania,4,2002,Number,144718
State,Rhode Island,4,2002,Number,13130
State,South Carolina,4,2002,Number,53078
State,South Dakota,4,2002,Number,9922
State,Tennessee,4,2002,Number,75051
State,Texas,4,2002,Number,324615
State,Utah,4,2002,Number,40947
State,Vermont,4,2002,Number,6851
State,Virginia,4,2002,Number,92064
State,Washington,4,2002,Number,79273
State,West Virginia,4,2002,Number,20126
State,Wisconsin,4,2002,Number,69043
State,Wyoming,4,2002,Number,6289
Territory,Puerto Rico,4,2002,Number,58142
Territory,Puerto Rico,4,2003,Number,56825
State,Wyoming,4,2003,Number,6290
State,Wisconsin,4,2003,Number,69485
State,West Virginia,4,2003,Number,20150
State,Washington,4,2003,Number,79017
State,Virginia,4,2003,Number,93247
State,Vermont,4,2003,Number,6909
State,Utah,4,2003,Number,42494
State,Texas,4,2003,Number,326609
State,Tennessee,4,2003,Number,76356
State,South Dakota,4,2003,Number,10330
State,South Carolina,4,2003,Number,53337
State,Rhode Island,4,2003,Number,13000
State,Pennsylvania,4,2003,Number,144176
State,Oregon,4,2003,Number,44753
State,Oklahoma,4,2003,Number,47443
State,Ohio,4,2003,Number,149292
State,North Dakota,4,2003,Number,7449
State,North Carolina,4,2003,Number,110832
State,New York,4,2003,Number,235099
State,New Mexico,4,2003,Number,25726
State,New Jersey,4,2003,Number,112694
State,New Hampshire,4,2003,Number,15193
State,Nevada,4,2003,Number,31076
State,Nebraska,4,2003,Number,23635
State,Montana,4,2003,Number,11094
State,Missouri,4,2003,Number,74188
State,Mississippi,4,2003,Number,40285
State,Minnesota,4,2003,Number,66244
State,Michigan,4,2003,Number,133452
State,Massachusetts,4,2003,Number,77096
State,Maryland,4,2003,Number,71044
State,Maine,4,2003,Number,14714
State,Louisiana,4,2003,Number,64522
State,Kentucky,4,2003,Number,53756
State,Kansas,4,2003,Number,38101
State,Iowa,4,2003,Number,37714
State,Indiana,4,2003,Number,84837
State,Illinois,4,2003,Number,170007
State,Idaho,4,2003,Number,20319
State,Hawaii,4,2003,Number,15038
State,Georgia,4,2003,Number,122119
State,Florida,4,2003,Number,194469
City,District of Columbia,4,2003,Number,5620
State,Delaware,4,2003,Number,10248
State,Connecticut,4,2003,Number,45000
State,Colorado,4,2003,Number,60691
State,California,4,2003,Number,480158
State,Arkansas,4,2003,Number,36137
State,Arizona,4,2003,Number,77805
State,Alaska,4,2003,Number,9279
State,Alabama,4,2003,Number,58344
Nation,United States,4,2003,Number,3816873
Nation,United States,4,2004,Number,3876609
State,Alabama,4,2004,Number,59550
State,Alaska,4,2004,Number,9468
State,Arizona,4,2004,Number,80662
State,Arkansas,4,2004,Number,36975
State,California,4,2004,Number,484915
State,Colorado,4,2004,Number,62363
State,Connecticut,4,2004,Number,44276
State,Delaware,4,2004,Number,10455
City,District of Columbia,4,2004,Number,5665
State,Florida,4,2004,Number,199805
State,Georgia,4,2004,Number,125345
State,Hawaii,4,2004,Number,15296
State,Idaho,4,2004,Number,20908
State,Illinois,4,2004,Number,171647
State,Indiana,4,2004,Number,85886
State,Iowa,4,2004,Number,37854
State,Kansas,4,2004,Number,38344
State,Kentucky,4,2004,Number,54183
State,Louisiana,4,2004,Number,66196
State,Maine,4,2004,Number,14404
State,Maryland,4,2004,Number,72066
State,Massachusetts,4,2004,Number,76689
State,Michigan,4,2004,Number,133015
State,Minnesota,4,2004,Number,67043
State,Mississippi,4,2004,Number,41112
State,Missouri,4,2004,Number,74298
State,Montana,4,2004,Number,11015
State,Nebraska,4,2004,Number,23784
State,Nevada,4,2004,Number,32412
