LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,Hawaii,Total,2019,Number,3589
State,Hawaii,<3,2021,Number,776
State,Hawaii,3,2021,Number,683
State,Hawaii,4,2021,Number,1126
State,Hawaii,5 years and older,2021,Number,4
State,Hawaii,Total,2021,Number,2589
State,Idaho,<3,2021,Number,1276
State,Idaho,3,2021,Number,851
State,Idaho,4,2021,Number,1441
State,Idaho,5 years and older,2021,Number,61
State,Idaho,Total,2021,Number,3629
State,Idaho,<3,2019,Number,1554
State,Idaho,3,2019,Number,1166
State,Idaho,4,2019,Number,2074
State,Idaho,5 years and older,2019,Number,96
State,Idaho,Total,2019,Number,4890
State,Idaho,Total,2016,Number,5167
State,Idaho,4,2016,Number,2347
State,Idaho,5 years and older,2016,Number,97
State,Idaho,3,2016,Number,1115
State,Idaho,<3,2016,Number,1608
State,Idaho,<3,2017,Number,1549
State,Idaho,3,2017,Number,1084
State,Idaho,4,2017,Number,2204
State,Idaho,5 years and older,2017,Number,88
State,Idaho,Total,2017,Number,4925
State,Idaho,<3,2011,Number,1166
State,Idaho,3,2011,Number,1134
State,Idaho,5 years and older,2011,Number,102
State,Idaho,4,2011,Number,2505
State,Idaho,Total,2011,Number,4907
State,Idaho,<3,2012,Number,1197
State,Idaho,Total,2012,Number,4951
State,Idaho,4,2012,Number,2576
State,Idaho,5 years and older,2012,Number,90
State,Idaho,3,2012,Number,1088
State,Idaho,<3,2014,Number,1307
State,Idaho,3,2014,Number,1010
State,Idaho,5 years and older,2014,Number,107
State,Idaho,4,2014,Number,2334
State,Idaho,Total,2014,Number,4758
State,Idaho,Total,2015,Number,5035
State,Idaho,4,2015,Number,2438
State,Idaho,5 years and older,2015,Number,90
State,Idaho,3,2015,Number,1100
State,Idaho,<3,2015,Number,1407
State,Idaho,<3,2010,Number,1201
State,Idaho,3,2010,Number,892
State,Idaho,5 years and older,2010,Number,87
State,Idaho,4,2010,Number,2731
State,Idaho,Total,2010,Number,4911
State,Idaho,Total,1988,Number,1972
State,Idaho,4,1988,Number,1547
State,Idaho,5 years and older,1988,Number,184
State,Idaho,3,1988,Number,160
State,Idaho,<3,1988,Number,81
State,Idaho,<3,2009,Number,971
State,Idaho,3,2009,Number,928
State,Idaho,5 years and older,2009,Number,85
State,Idaho,4,2009,Number,2609
State,Idaho,Total,2009,Number,4593
State,Idaho,<3,2018,Number,1102
State,Idaho,3,2018,Number,1185
State,Idaho,4,2018,Number,2056
State,Idaho,5 years and older,2018,Number,98
State,Idaho,Total,2018,Number,4441
State,Idaho,Total,2008,Number,4741
State,Idaho,5 years and older,2008,Number,135
State,Idaho,4,2008,Number,2627
State,Idaho,3,2008,Number,1053
State,Idaho,<3,2008,Number,926
State,Idaho,<3,2013,Number,1340
State,Idaho,3,2013,Number,1058
State,Idaho,4,2013,Number,2553
State,Idaho,5 years and older,2013,Number,115
State,Idaho,Total,2013,Number,5066
State,Idaho,5 years and older,2007,Number,100
State,Idaho,4,2007,Number,2655
State,Idaho,3,2007,Number,910
State,Idaho,<3,2007,Number,1084
State,Idaho,<3,1989,Number,165
State,Idaho,3,1989,Number,237
State,Idaho,4,1989,Number,1591
State,Idaho,5 years and older,1989,Number,191
State,Idaho,Total,1989,Number,2184
State,Idaho,Total,2007,Number,4749
State,Idaho,<3,2004,Number,897
State,Idaho,3,2004,Number,890
State,Idaho,4,2004,Number,2880
State,Idaho,5 years and older,2004,Number,131
State,Idaho,<3,2006,Number,876
State,Idaho,3,2006,Number,957
State,Idaho,4,2006,Number,2975
State,Idaho,5 years and older,2006,Number,5
State,Idaho,Total,2006,Number,4813
State,Idaho,5 years and older,2005,Number,126
State,Idaho,4,2005,Number,2753
State,Idaho,3,2005,Number,972
State,Idaho,<3,2005,Number,922
State,Idaho,Total,2005,Number,4773
State,Idaho,5 years and older,2003,Number,137
State,Idaho,4,2003,Number,2811
State,Idaho,3,2003,Number,882
State,Idaho,<3,2003,Number,849
State,Idaho,Total,2003,Number,4679
State,Idaho,Total,2004,Number,4798
State,Idaho,3,2002,Number,847
State,Idaho,4,2002,Number,2559
State,Idaho,5 years and older,2002,Number,100
State,Idaho,Total,2002,Number,4145
State,Idaho,<3,2002,Number,639
State,Idaho,5 years and older,2001,Number,78
State,Idaho,4,2001,Number,2563
State,Idaho,3,2001,Number,736
State,Idaho,<3,2001,Number,596
State,Idaho,Total,2001,Number,3973
State,Idaho,<3,2000,Number,660
State,Idaho,3,2000,Number,737
State,Idaho,4,2000,Number,2340
State,Idaho,5 years and older,2000,Number,104
State,Idaho,Total,2000,Number,3841
State,Idaho,5 years and older,1999,Number,134
State,Idaho,4,1999,Number,2291
State,Idaho,3,1999,Number,607
State,Idaho,<3,1999,Number,606
State,Idaho,Total,1999,Number,3638
State,Idaho,<3,1998,Number,455
State,Idaho,3,1998,Number,512
State,Idaho,4,1998,Number,2134
State,Idaho,5 years and older,1998,Number,293
State,Idaho,Total,1998,Number,3394
State,Idaho,Total,1997,Number,3410
State,Idaho,4,1997,Number,2250
State,Idaho,5 years and older,1997,Number,298
State,Idaho,3,1997,Number,431
State,Idaho,<3,1997,Number,431
State,Idaho,<3,1996,Number,403
State,Idaho,3,1996,Number,468
State,Idaho,5 years and older,1996,Number,280
State,Idaho,4,1996,Number,2254
State,Idaho,4,1995,Number,2283
State,Idaho,5 years and older,1995,Number,286
State,Idaho,3,1995,Number,492
State,Idaho,<3,1995,Number,390
State,Idaho,Total,1995,Number,3451
State,Idaho,Total,1996,Number,3405
State,Idaho,<3,1992,Number,262
State,Idaho,3,1992,Number,317
State,Idaho,4,1992,Number,1845
State,Idaho,5 years and older,1992,Number,214
State,Idaho,Total,1992,Number,2638
State,Idaho,<3,1994,Number,357
State,Idaho,3,1994,Number,411
State,Idaho,5 years and older,1994,Number,259
State,Idaho,4,1994,Number,2026
State,Idaho,Total,1994,Number,3053
State,Idaho,Total,1993,Number,2943
State,Idaho,4,1993,Number,1936
State,Idaho,5 years and older,1993,Number,274
State,Idaho,3,1993,Number,393
State,Idaho,<3,1993,Number,340
State,Idaho,Total,1991,Number,2267
State,Idaho,5 years and older,1991,Number,186
State,Idaho,4,1991,Number,1623
State,Idaho,3,1991,Number,306
State,Idaho,<3,1991,Number,152
State,Idaho,<3,1990,Number,175
State,Idaho,3,1990,Number,243
State,Idaho,4,1990,Number,1511
State,Idaho,5 years and older,1990,Number,176
State,Idaho,Total,1990,Number,2105
State,Illinois,<3,1990,Number,751
State,Illinois,3,1990,Number,8042
State,Illinois,4,1990,Number,16624
State,Illinois,5 years and older,1990,Number,1436
State,Illinois,Total,1990,Number,26853
State,Illinois,Total,1991,Number,28796
State,Illinois,5 years and older,1991,Number,1715
State,Illinois,4,1991,Number,17042
State,Illinois,3,1991,Number,9310
State,Illinois,<3,1991,Number,729
State,Illinois,Total,1993,Number,32152
State,Illinois,5 years and older,1993,Number,3193
State,Illinois,4,1993,Number,17672
State,Illinois,3,1993,Number,10485
State,Illinois,<3,1993,Number,802
State,Illinois,3,1994,Number,10830
State,Illinois,4,1994,Number,18452
State,Illinois,Total,1994,Number,33318
State,Illinois,5 years and older,1994,Number,3260
State,Illinois,<3,1994,Number,776
State,Illinois,<3,1992,Number,744
State,Illinois,3,1992,Number,10362
State,Illinois,4,1992,Number,16816
State,Illinois,5 years and older,1992,Number,2375
State,Illinois,Total,1992,Number,30297
State,Illinois,3,1996,Number,11772
State,Illinois,4,1996,Number,19816
State,Illinois,5 years and older,1996,Number,3307
State,Illinois,Total,1996,Number,35641
State,Illinois,<3,1995,Number,816
State,Illinois,5 years and older,1995,Number,3225
State,Illinois,Total,1995,Number,34405
State,Illinois,4,1995,Number,18963
State,Illinois,3,1995,Number,11401
State,Illinois,<3,1996,Number,746
State,Illinois,5 years and older,1997,Number,3999
State,Illinois,Total,1997,Number,35456
State,Illinois,4,1997,Number,19048
State,Illinois,<3,1997,Number,600
State,Illinois,3,1997,Number,11809
State,Illinois,3,1998,Number,11815
State,Illinois,<3,1998,Number,1025
State,Illinois,4,1998,Number,18829
State,Illinois,Total,1998,Number,35784
State,Illinois,5 years and older,1998,Number,4115
State,Illinois,<3,1999,Number,1320
State,Illinois,5 years and older,1999,Number,4052
State,Illinois,Total,1999,Number,37060
State,Illinois,4,1999,Number,19166
State,Illinois,3,1999,Number,12522
State,Illinois,3,2000,Number,12683
State,Illinois,<3,2000,Number,2297
State,Illinois,4,2000,Number,17931
State,Illinois,5 years and older,2000,Number,3645
State,Illinois,Total,2000,Number,36556
State,Illinois,<3,2001,Number,2973
State,Illinois,Total,2001,Number,36567
State,Illinois,5 years and older,2001,Number,3322
State,Illinois,4,2001,Number,17376
State,Illinois,3,2001,Number,12896
State,Illinois,<3,2002,Number,4001
State,Illinois,3,2002,Number,15427
State,Illinois,4,2002,Number,19290
State,Illinois,5 years and older,2002,Number,4414
State,Illinois,Total,2002,Number,43132
State,Illinois,3,2004,Number,17387
State,Illinois,4,2004,Number,23953
State,Illinois,5 years and older,2004,Number,4781
State,Illinois,Total,2004,Number,50719
State,Illinois,<3,2003,Number,4709
State,Illinois,Total,2003,Number,48233
State,Illinois,5 years and older,2003,Number,4474
State,Illinois,4,2003,Number,22332
State,Illinois,3,2003,Number,16718
State,Illinois,<3,2005,Number,4594
State,Illinois,Total,2005,Number,50362
State,Illinois,5 years and older,2005,Number,4061
State,Illinois,4,2005,Number,24665
State,Illinois,3,2005,Number,17042
State,Illinois,3,2006,Number,17890
State,Illinois,4,2006,Number,24052
State,Illinois,5 years and older,2006,Number,4129
State,Illinois,Total,2006,Number,50874
State,Illinois,<3,2006,Number,4803
State,Illinois,<3,2004,Number,4598
State,Illinois,<3,2007,Number,6297
State,Illinois,3,1989,Number,8245
State,Illinois,4,1989,Number,16773
State,Illinois,5 years and older,1989,Number,1447
State,Illinois,Total,1989,Number,26996
State,Illinois,<3,1989,Number,531
State,Illinois,Total,2007,Number,49503
State,Illinois,5 years and older,2007,Number,1925
State,Illinois,4,2007,Number,22868
State,Illinois,3,2007,Number,18413
State,Illinois,3,2013,Number,18729
State,Illinois,4,2013,Number,23196
State,Illinois,5 years and older,2013,Number,310
State,Illinois,Total,2013,Number,51954
State,Illinois,<3,2013,Number,9719
State,Illinois,Total,2008,Number,49302
State,Illinois,5 years and older,2008,Number,990
State,Illinois,4,2008,Number,23186
State,Illinois,3,2008,Number,18353
State,Illinois,<3,2008,Number,6773
State,Illinois,<3,2018,Number,9524
State,Illinois,3,2018,Number,13934
State,Illinois,4,2018,Number,17036
State,Illinois,5 years and older,2018,Number,166
State,Illinois,Total,2018,Number,40660
State,Illinois,4,2009,Number,22885
State,Illinois,3,2009,Number,17891
State,Illinois,Total,2009,Number,48675
State,Illinois,5 years and older,2009,Number,1063
State,Illinois,<3,2009,Number,6836
State,Illinois,5 years and older,1988,Number,1169
State,Illinois,Total,1988,Number,26916
State,Illinois,3,1988,Number,8534
State,Illinois,4,1988,Number,16510
State,Illinois,<3,1988,Number,703
State,Illinois,4,2010,Number,23570
State,Illinois,3,2010,Number,18946
State,Illinois,Total,2010,Number,51872
State,Illinois,5 years and older,2010,Number,1161
State,Illinois,<3,2010,Number,8195
State,Illinois,<3,2015,Number,10866
State,Illinois,5 years and older,2015,Number,148
State,Illinois,Total,2015,Number,50868
State,Illinois,3,2015,Number,17784
State,Illinois,4,2015,Number,22070
State,Illinois,<3,2014,Number,9037
State,Illinois,4,2014,Number,22021
State,Illinois,3,2014,Number,17276
State,Illinois,Total,2014,Number,48872
State,Illinois,5 years and older,2014,Number,538
State,Illinois,4,2012,Number,23968
State,Illinois,5 years and older,2012,Number,336
State,Illinois,Total,2012,Number,51982
State,Illinois,<3,2012,Number,9078
State,Illinois,3,2012,Number,18600
State,Illinois,4,2011,Number,23850
State,Illinois,3,2011,Number,18613
State,Illinois,Total,2011,Number,51698
State,Illinois,5 years and older,2011,Number,695
State,Illinois,<3,2011,Number,8540
State,Illinois,<3,2017,Number,12979
State,Illinois,3,2017,Number,15671
State,Illinois,4,2017,Number,18925
State,Illinois,5 years and older,2017,Number,130
State,Illinois,Total,2017,Number,47705
State,Illinois,5 years and older,2016,Number,346
State,Illinois,Total,2016,Number,47585
State,Illinois,3,2016,Number,15728
State,Illinois,4,2016,Number,19532
State,Illinois,<3,2016,Number,11979
State,Illinois,<3,2019,Number,13526
State,Illinois,3,2019,Number,13144
State,Illinois,4,2019,Number,16393
State,Illinois,5 years and older,2019,Number,390
State,Illinois,Total,2019,Number,43453
State,Illinois,<3,2021,Number,10527
State,Illinois,3,2021,Number,6891
State,Illinois,4,2021,Number,8822
State,Illinois,5 years and older,2021,Number,108
State,Illinois,Total,2021,Number,26348
State,Indiana,<3,2021,Number,3458
State,Indiana,3,2021,Number,3516
State,Indiana,4,2021,Number,4997
State,Indiana,5 years and older,2021,Number,159
State,Indiana,Total,2021,Number,12130
State,Indiana,<3,2019,Number,4345
State,Indiana,3,2019,Number,5820
State,Indiana,4,2019,Number,7431
State,Indiana,5 years and older,2019,Number,201
State,Indiana,Total,2019,Number,17797
State,Indiana,<3,2017,Number,4574
State,Indiana,3,2017,Number,6112
State,Indiana,4,2017,Number,7696
State,Indiana,5 years and older,2017,Number,236
State,Indiana,Total,2017,Number,18618
State,Indiana,5 years and older,2016,Number,119
State,Indiana,Total,2016,Number,18954
State,Indiana,<3,2016,Number,4326
State,Indiana,3,2016,Number,6402
State,Indiana,4,2016,Number,8107
State,Indiana,4,2011,Number,9147
State,Indiana,3,2011,Number,5525
State,Indiana,<3,2011,Number,3110
State,Indiana,Total,2011,Number,18171
State,Indiana,5 years and older,2011,Number,389
State,Indiana,<3,2012,Number,3222
State,Indiana,3,2012,Number,5017
State,Indiana,4,2012,Number,9381
State,Indiana,5 years and older,2012,Number,1514
State,Indiana,Total,2012,Number,19134
State,Indiana,4,2014,Number,8559
State,Indiana,3,2014,Number,5861
State,Indiana,<3,2014,Number,3421
State,Indiana,Total,2014,Number,18461
State,Indiana,5 years and older,2014,Number,620
State,Indiana,5 years and older,2015,Number,390
State,Indiana,Total,2015,Number,19196
State,Indiana,<3,2015,Number,3737
State,Indiana,3,2015,Number,6256
State,Indiana,4,2015,Number,8813
State,Indiana,3,2010,Number,5778
State,Indiana,4,2010,Number,9805
State,Indiana,<3,2010,Number,2890
State,Indiana,Total,2010,Number,18869
State,Indiana,5 years and older,2010,Number,396
State,Indiana,<3,1988,Number,10
State,Indiana,4,1988,Number,5938
State,Indiana,3,1988,Number,1419
State,Indiana,5 years and older,1988,Number,606
State,Indiana,Total,1988,Number,7973
State,Indiana,3,2009,Number,5618
State,Indiana,4,2009,Number,9532
State,Indiana,<3,2009,Number,1721
State,Indiana,Total,2009,Number,17600
State,Indiana,5 years and older,2009,Number,729
State,Indiana,<3,2018,Number,1767
State,Indiana,3,2018,Number,2971
State,Indiana,4,2018,Number,3488
State,Indiana,5 years and older,2018,Number,3
State,Indiana,Total,2018,Number,8229
State,Indiana,Total,2008,Number,17709
State,Indiana,5 years and older,2008,Number,1488
State,Indiana,4,2008,Number,8860
State,Indiana,3,2008,Number,5592
State,Indiana,<3,2008,Number,1769
State,Indiana,<3,2013,Number,3680
State,Indiana,3,2013,Number,5844
State,Indiana,5 years and older,2013,Number,414
State,Indiana,4,2013,Number,9422
State,Indiana,Total,2013,Number,19360
State,Indiana,Total,2007,Number,17526
State,Indiana,5 years and older,2007,Number,2240
State,Indiana,4,2007,Number,9076
State,Indiana,3,2007,Number,4588
State,Indiana,<3,2007,Number,1622
State,Indiana,<3,1989,Number,0
State,Indiana,3,1989,Number,1212
State,Indiana,4,1989,Number,6317
State,Indiana,5 years and older,1989,Number,548
State,Indiana,Total,1989,Number,8077
State,Indiana,<3,2006,Number,1703
State,Indiana,3,2006,Number,5781
State,Indiana,4,2006,Number,9321
State,Indiana,5 years and older,2006,Number,921
State,Indiana,Total,2006,Number,17726
State,Indiana,Total,2005,Number,17327
State,Indiana,5 years and older,2005,Number,1279
State,Indiana,4,2005,Number,9500
State,Indiana,3,2005,Number,4854
State,Indiana,<3,2005,Number,1694
State,Indiana,Total,2003,Number,17036
State,Indiana,5 years and older,2003,Number,1767
State,Indiana,4,2003,Number,8819
State,Indiana,3,2003,Number,4915
State,Indiana,<3,2003,Number,1535
State,Indiana,<3,2004,Number,1611
State,Indiana,3,2004,Number,5293
State,Indiana,4,2004,Number,9401
State,Indiana,5 years and older,2004,Number,991
State,Indiana,Total,2004,Number,17296
State,Indiana,<3,2002,Number,1314
State,Indiana,3,2002,Number,4392
State,Indiana,4,2002,Number,8134
State,Indiana,5 years and older,2002,Number,2433
State,Indiana,Total,2002,Number,16273
State,Indiana,Total,2001,Number,15440
State,Indiana,5 years and older,2001,Number,2153
State,Indiana,4,2001,Number,8113
State,Indiana,3,2001,Number,4157
State,Indiana,<3,2001,Number,1017
State,Indiana,<3,2000,Number,941
State,Indiana,3,2000,Number,4503
State,Indiana,4,2000,Number,8246
State,Indiana,5 years and older,2000,Number,1526
State,Indiana,Total,2000,Number,15216
State,Indiana,Total,1999,Number,14480
State,Indiana,5 years and older,1999,Number,1574
State,Indiana,4,1999,Number,8198
State,Indiana,3,1999,Number,4034
State,Indiana,<3,1999,Number,674
State,Indiana,<3,1998,Number,382
State,Indiana,3,1998,Number,3365
State,Indiana,4,1998,Number,8312
State,Indiana,5 years and older,1998,Number,1836
State,Indiana,Total,1998,Number,13895
State,Indiana,Total,1997,Number,12694
State,Indiana,5 years and older,1997,Number,1685
State,Indiana,4,1997,Number,7702
State,Indiana,3,1997,Number,3047
State,Indiana,<3,1997,Number,260
State,Indiana,Total,1995,Number,13513
State,Indiana,5 years and older,1995,Number,2029
State,Indiana,4,1995,Number,8527
State,Indiana,3,1995,Number,2596
State,Indiana,<3,1995,Number,361
State,Indiana,<3,1996,Number,109
State,Indiana,3,1996,Number,3051
State,Indiana,4,1996,Number,8510
State,Indiana,5 years and older,1996,Number,1822
State,Indiana,Total,1996,Number,13492
State,Indiana,<3,1992,Number,9
State,Indiana,3,1992,Number,2160
State,Indiana,4,1992,Number,6983
State,Indiana,5 years and older,1992,Number,1475
State,Indiana,Total,1992,Number,10627
State,Indiana,<3,1994,Number,68
State,Indiana,3,1994,Number,2033
State,Indiana,4,1994,Number,8103
State,Indiana,5 years and older,1994,Number,2474
State,Indiana,Total,1994,Number,12678
State,Indiana,Total,1993,Number,11719
State,Indiana,5 years and older,1993,Number,1925
State,Indiana,4,1993,Number,7787
State,Indiana,3,1993,Number,1929
State,Indiana,<3,1993,Number,78
State,Indiana,5 years and older,1991,Number,784
State,Indiana,4,1991,Number,6510
State,Indiana,3,1991,Number,1786
State,Indiana,<3,1991,Number,0
State,Indiana,Total,1991,Number,9080
State,Indiana,<3,1990,Number,0
State,Indiana,3,1990,Number,1669
State,Indiana,4,1990,Number,6044
State,Indiana,5 years and older,1990,Number,456
State,Indiana,Total,1990,Number,8169
State,Iowa,<3,1990,Number,49
State,Iowa,3,1990,Number,579
State,Iowa,4,1990,Number,3459
State,Iowa,5 years and older,1990,Number,298
State,Iowa,Total,1990,Number,4385
State,Iowa,<3,1991,Number,69
State,Iowa,Total,1991,Number,5081
State,Iowa,5 years and older,1991,Number,325
State,Iowa,4,1991,Number,3856
State,Iowa,3,1991,Number,831
State,Iowa,<3,1993,Number,148
State,Iowa,Total,1993,Number,6130
State,Iowa,5 years and older,1993,Number,268
State,Iowa,4,1993,Number,4447
State,Iowa,3,1993,Number,1267
State,Iowa,3,1994,Number,1591
State,Iowa,4,1994,Number,4678
State,Iowa,5 years and older,1994,Number,132
State,Iowa,Total,1994,Number,6558
State,Iowa,<3,1994,Number,157
State,Iowa,<3,1992,Number,141
State,Iowa,3,1992,Number,1157
State,Iowa,4,1992,Number,4097
State,Iowa,5 years and older,1992,Number,302
State,Iowa,Total,1992,Number,5697
State,Iowa,<3,1996,Number,69
State,Iowa,3,1996,Number,1797
State,Iowa,4,1996,Number,4840
State,Iowa,Total,1996,Number,6942
State,Iowa,5 years and older,1996,Number,236
State,Iowa,Total,1995,Number,6854
State,Iowa,5 years and older,1995,Number,281
State,Iowa,4,1995,Number,4849
State,Iowa,<3,1995,Number,74
State,Iowa,3,1995,Number,1650
State,Iowa,5 years and older,1997,Number,327
State,Iowa,Total,1997,Number,7022
State,Iowa,4,1997,Number,4583
State,Iowa,3,1997,Number,1929
State,Iowa,<3,1997,Number,183
State,Iowa,<3,1998,Number,226
State,Iowa,3,1998,Number,2233
State,Iowa,4,1998,Number,4497
State,Iowa,Total,1998,Number,7145
State,Iowa,5 years and older,1998,Number,189
State,Iowa,Total,1999,Number,7439
State,Iowa,5 years and older,1999,Number,338
State,Iowa,4,1999,Number,4353
State,Iowa,3,1999,Number,2369
State,Iowa,<3,1999,Number,379
State,Iowa,<3,2000,Number,1088
State,Iowa,3,2000,Number,2755
State,Iowa,4,2000,Number,4019
State,Iowa,Total,2000,Number,8234
State,Iowa,5 years and older,2000,Number,372
State,Iowa,Total,2001,Number,8775
State,Iowa,5 years and older,2001,Number,429
State,Iowa,3,2001,Number,2910
State,Iowa,4,2001,Number,4323
State,Iowa,<3,2001,Number,1113
State,Iowa,<3,2002,Number,1435
State,Iowa,3,2002,Number,2782
State,Iowa,4,2002,Number,4553
State,Iowa,Total,2002,Number,8993
State,Iowa,5 years and older,2002,Number,223
State,Iowa,<3,2004,Number,1538
State,Iowa,4,2004,Number,4590
State,Iowa,3,2004,Number,3128
State,Iowa,5 years and older,2004,Number,139
State,Iowa,Total,2004,Number,9395
State,Iowa,Total,2003,Number,9127
State,Iowa,5 years and older,2003,Number,152
State,Iowa,3,2003,Number,3059
State,Iowa,4,2003,Number,4463
State,Iowa,<3,2003,Number,1453
State,Iowa,Total,2005,Number,9674
State,Iowa,5 years and older,2005,Number,176
State,Iowa,3,2005,Number,3030
State,Iowa,4,2005,Number,4740
State,Iowa,<3,2005,Number,1728
State,Iowa,<3,2006,Number,1710
State,Iowa,4,2006,Number,4783
State,Iowa,3,2006,Number,3113
State,Iowa,5 years and older,2006,Number,83
State,Iowa,Total,2006,Number,9689
State,Iowa,3,1989,Number,487
State,Iowa,<3,1989,Number,38
State,Iowa,4,1989,Number,3410
State,Iowa,5 years and older,1989,Number,332
State,Iowa,Total,1989,Number,4267
State,Iowa,Total,2007,Number,9575
State,Iowa,5 years and older,2007,Number,126
State,Iowa,3,2007,Number,3084
State,Iowa,4,2007,Number,4704
State,Iowa,<3,2007,Number,1661
State,Iowa,<3,2013,Number,2355
State,Iowa,3,2013,Number,3226
State,Iowa,4,2013,Number,4144
State,Iowa,5 years and older,2013,Number,20
State,Iowa,Total,2013,Number,9745
State,Iowa,Total,2008,Number,9554
State,Iowa,5 years and older,2008,Number,685
State,Iowa,4,2008,Number,4168
State,Iowa,3,2008,Number,3081
State,Iowa,<3,2008,Number,1620
State,Iowa,<3,2018,Number,1767
State,Iowa,3,2018,Number,2971
State,Iowa,4,2018,Number,3488
State,Iowa,5 years and older,2018,Number,3
State,Iowa,Total,2018,Number,8229
State,Iowa,Total,2009,Number,9347
State,Iowa,3,2009,Number,3414
State,Iowa,<3,2009,Number,1559
State,Iowa,5 years and older,2009,Number,83
State,Iowa,4,2009,Number,4291
State,Iowa,<3,1988,Number,12
State,Iowa,3,1988,Number,449
State,Iowa,4,1988,Number,3427
State,Iowa,5 years and older,1988,Number,345
State,Iowa,Total,1988,Number,4233
State,Iowa,Total,2010,Number,9385
State,Iowa,3,2010,Number,3273
State,Iowa,<3,2010,Number,1771
State,Iowa,5 years and older,2010,Number,50
State,Iowa,4,2010,Number,4291
State,Iowa,<3,2015,Number,2261
State,Iowa,3,2015,Number,3011
State,Iowa,4,2015,Number,3834
State,Iowa,5 years and older,2015,Number,8
State,Iowa,Total,2015,Number,9114
State,Iowa,Total,2014,Number,8990
State,Iowa,<3,2014,Number,2172
State,Iowa,3,2014,Number,2975
State,Iowa,4,2014,Number,3827
State,Iowa,5 years and older,2014,Number,16
State,Iowa,<3,2012,Number,2117
State,Iowa,Total,2012,Number,9680
State,Iowa,5 years and older,2012,Number,27
State,Iowa,3,2012,Number,3200
State,Iowa,4,2012,Number,4336
State,Iowa,Total,2011,Number,9588
State,Iowa,5 years and older,2011,Number,33
State,Iowa,4,2011,Number,4304
State,Iowa,3,2011,Number,3183
State,Iowa,<3,2011,Number,2068
State,Iowa,Total,2016,Number,9103
State,Iowa,3,2016,Number,3026
State,Iowa,<3,2016,Number,2470
State,Iowa,5 years and older,2016,Number,17
State,Iowa,4,2016,Number,3590
State,Iowa,<3,2017,Number,2498
State,Iowa,3,2017,Number,2908
State,Iowa,4,2017,Number,3519
State,Iowa,5 years and older,2017,Number,6
State,Iowa,Total,2017,Number,8931
State,Iowa,<3,2019,Number,2421
State,Iowa,3,2019,Number,2837
State,Iowa,4,2019,Number,3463
State,Iowa,5 years and older,2019,Number,2
State,Iowa,Total,2019,Number,8723
State,Iowa,<3,2021,Number,2263
State,Iowa,3,2021,Number,1958
State,Iowa,4,2021,Number,2631
State,Iowa,5 years and older,2021,Number,4
State,Iowa,Total,2021,Number,6856
State,Kansas,<3,2021,Number,2953
State,Kansas,3,2021,Number,2248
State,Kansas,4,2021,Number,2384
State,Kansas,5 years and older,2021,Number,54
State,Kansas,Total,2021,Number,7639
State,Kansas,<3,2019,Number,3421
State,Kansas,3,2019,Number,2563
State,Kansas,4,2019,Number,3104
State,Kansas,5 years and older,2019,Number,386
State,Kansas,Total,2019,Number,9474
State,Kansas,<3,2017,Number,3934
State,Kansas,3,2017,Number,3034
State,Kansas,4,2017,Number,3588
State,Kansas,5 years and older,2017,Number,103
State,Kansas,Total,2017,Number,10659
State,Kansas,3,2016,Number,3749
State,Kansas,4,2016,Number,3685
State,Kansas,5 years and older,2016,Number,28
State,Kansas,Total,2016,Number,11174
State,Kansas,<3,2016,Number,3712
State,Kansas,Total,2011,Number,12132
State,Kansas,5 years and older,2011,Number,246
State,Kansas,4,2011,Number,4104
State,Kansas,3,2011,Number,4119
State,Kansas,<3,2011,Number,3663
State,Kansas,3,2012,Number,4387
State,Kansas,4,2012,Number,4337
State,Kansas,5 years and older,2012,Number,193
State,Kansas,Total,2012,Number,12400
State,Kansas,<3,2012,Number,3483
State,Kansas,Total,2014,Number,10725
State,Kansas,5 years and older,2014,Number,18
State,Kansas,4,2014,Number,3471
State,Kansas,3,2014,Number,3472
State,Kansas,<3,2014,Number,3764
State,Kansas,<3,2015,Number,3726
State,Kansas,3,2015,Number,3732
State,Kansas,4,2015,Number,3916
State,Kansas,5 years and older,2015,Number,34
State,Kansas,Total,2015,Number,11408
State,Kansas,Total,2010,Number,12366
State,Kansas,5 years and older,2010,Number,204
State,Kansas,4,2010,Number,4669
State,Kansas,3,2010,Number,3947
State,Kansas,<3,2010,Number,3546
State,Kansas,<3,1988,Number,31
State,Kansas,3,1988,Number,512
State,Kansas,4,1988,Number,2834
State,Kansas,5 years and older,1988,Number,462
State,Kansas,Total,1988,Number,3839
State,Kansas,Total,2009,Number,11703
State,Kansas,5 years and older,2009,Number,204
State,Kansas,4,2009,Number,4304
State,Kansas,3,2009,Number,4344
State,Kansas,<3,2009,Number,2851
State,Kansas,<3,2018,Number,2714
State,Kansas,3,2018,Number,3111
State,Kansas,4,2018,Number,3345
State,Kansas,5 years and older,2018,Number,133
State,Kansas,Total,2018,Number,9303
State,Kansas,Total,2008,Number,11656
State,Kansas,5 years and older,2008,Number,219
State,Kansas,4,2008,Number,4569
State,Kansas,3,2008,Number,4226
State,Kansas,<3,2008,Number,2642
State,Kansas,<3,2013,Number,3663
State,Kansas,3,2013,Number,4316
State,Kansas,4,2013,Number,4304
State,Kansas,5 years and older,2013,Number,20
State,Kansas,Total,2013,Number,12303
State,Kansas,Total,2007,Number,11518
