LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,New Hampshire,Total,2009,Number,2056
State,New Hampshire,<3,2009,Number,355
State,New Hampshire,3,2009,Number,697
State,New Hampshire,5 years and older,2009,Number,38
State,New Hampshire,4,2009,Number,966
State,New Hampshire,4,1988,Number,542
State,New Hampshire,5 years and older,1988,Number,239
State,New Hampshire,3,1988,Number,36
State,New Hampshire,<3,1988,Number,0
State,New Hampshire,Total,1988,Number,817
State,New Hampshire,Total,2010,Number,2227
State,New Hampshire,3,2010,Number,748
State,New Hampshire,<3,2010,Number,480
State,New Hampshire,5 years and older,2010,Number,1
State,New Hampshire,4,2010,Number,998
State,New Hampshire,4,2015,Number,823
State,New Hampshire,5 years and older,2015,Number,1
State,New Hampshire,3,2015,Number,715
State,New Hampshire,<3,2015,Number,515
State,New Hampshire,Total,2015,Number,2054
State,New Hampshire,3,2012,Number,689
State,New Hampshire,4,2012,Number,1025
State,New Hampshire,5 years and older,2012,Number,2
State,New Hampshire,<3,2012,Number,458
State,New Hampshire,Total,2012,Number,2174
State,New Hampshire,<3,2011,Number,453
State,New Hampshire,3,2011,Number,739
State,New Hampshire,5 years and older,2011,Number,8
State,New Hampshire,4,2011,Number,1041
State,New Hampshire,Total,2011,Number,2241
State,New Hampshire,Total,2014,Number,2063
State,New Hampshire,<3,2014,Number,521
State,New Hampshire,3,2014,Number,693
State,New Hampshire,5 years and older,2014,Number,0
State,New Hampshire,4,2014,Number,849
State,New Hampshire,4,2016,Number,850
State,New Hampshire,5 years and older,2016,Number,0
State,New Hampshire,3,2016,Number,719
State,New Hampshire,<3,2016,Number,557
State,New Hampshire,Total,2016,Number,2126
State,New Hampshire,<3,2017,Number,596
State,New Hampshire,3,2017,Number,702
State,New Hampshire,4,2017,Number,786
State,New Hampshire,5 years and older,2017,Number,2
State,New Hampshire,Total,2017,Number,2086
State,New Hampshire,<3,2019,Number,626
State,New Hampshire,3,2019,Number,682
State,New Hampshire,4,2019,Number,708
State,New Hampshire,5 years and older,2019,Number,0
State,New Hampshire,Total,2019,Number,2016
State,New Hampshire,<3,2021,Number,472
State,New Hampshire,3,2021,Number,424
State,New Hampshire,4,2021,Number,512
State,New Hampshire,5 years and older,2021,Number,0
State,New Hampshire,Total,2021,Number,1408
State,New Jersey,<3,2021,Number,3423
State,New Jersey,3,2021,Number,3666
State,New Jersey,4,2021,Number,5159
State,New Jersey,5 years and older,2021,Number,181
State,New Jersey,Total,2021,Number,12429
State,New Jersey,<3,2019,Number,4545
State,New Jersey,3,2019,Number,6238
State,New Jersey,4,2019,Number,6516
State,New Jersey,5 years and older,2019,Number,68
State,New Jersey,Total,2019,Number,17367
State,New Jersey,<3,2017,Number,4126
State,New Jersey,3,2017,Number,6164
State,New Jersey,4,2017,Number,6714
State,New Jersey,5 years and older,2017,Number,225
State,New Jersey,Total,2017,Number,17229
State,New Jersey,<3,2016,Number,3902
State,New Jersey,Total,2016,Number,17630
State,New Jersey,4,2016,Number,7132
State,New Jersey,5 years and older,2016,Number,125
State,New Jersey,3,2016,Number,6471
State,New Jersey,3,2014,Number,6038
State,New Jersey,5 years and older,2014,Number,209
State,New Jersey,4,2014,Number,7250
State,New Jersey,Total,2014,Number,15933
State,New Jersey,<3,2014,Number,2436
State,New Jersey,3,2011,Number,7811
State,New Jersey,5 years and older,2011,Number,165
State,New Jersey,4,2011,Number,8492
State,New Jersey,Total,2011,Number,18685
State,New Jersey,<3,2011,Number,2217
State,New Jersey,<3,2012,Number,2443
State,New Jersey,Total,2012,Number,18622
State,New Jersey,4,2012,Number,8410
State,New Jersey,5 years and older,2012,Number,71
State,New Jersey,3,2012,Number,7698
State,New Jersey,<3,2015,Number,3083
State,New Jersey,Total,2015,Number,16790
State,New Jersey,4,2015,Number,6972
State,New Jersey,5 years and older,2015,Number,130
State,New Jersey,3,2015,Number,6605
State,New Jersey,3,2010,Number,7396
State,New Jersey,5 years and older,2010,Number,221
State,New Jersey,4,2010,Number,9000
State,New Jersey,Total,2010,Number,18785
State,New Jersey,<3,2010,Number,2168
State,New Jersey,<3,1988,Number,24
State,New Jersey,Total,1988,Number,10606
State,New Jersey,4,1988,Number,7283
State,New Jersey,5 years and older,1988,Number,469
State,New Jersey,3,1988,Number,2830
State,New Jersey,3,2009,Number,6003
State,New Jersey,5 years and older,2009,Number,308
State,New Jersey,4,2009,Number,6909
State,New Jersey,<3,2009,Number,1268
State,New Jersey,Total,2009,Number,14488
State,New Jersey,3,2008,Number,4913
State,New Jersey,<3,2008,Number,1207
State,New Jersey,Total,2008,Number,14307
State,New Jersey,5 years and older,2008,Number,1661
State,New Jersey,4,2008,Number,6526
State,New Jersey,4,2013,Number,7173
State,New Jersey,5 years and older,2013,Number,170
State,New Jersey,Total,2013,Number,16060
State,New Jersey,<3,2013,Number,2393
State,New Jersey,3,2013,Number,6324
State,New Jersey,<3,2018,Number,3282
State,New Jersey,3,2018,Number,6228
State,New Jersey,4,2018,Number,6308
State,New Jersey,5 years and older,2018,Number,194
State,New Jersey,Total,2018,Number,16012
State,New Jersey,3,2007,Number,6698
State,New Jersey,<3,2007,Number,1181
State,New Jersey,Total,2007,Number,16595
State,New Jersey,5 years and older,2007,Number,1340
State,New Jersey,4,2007,Number,7376
State,New Jersey,4,1989,Number,7109
State,New Jersey,5 years and older,1989,Number,622
State,New Jersey,Total,1989,Number,11160
State,New Jersey,<3,1989,Number,85
State,New Jersey,3,1989,Number,3344
State,New Jersey,Total,2005,Number,16108
State,New Jersey,5 years and older,2005,Number,930
State,New Jersey,3,2005,Number,6753
State,New Jersey,4,2005,Number,7322
State,New Jersey,<3,2005,Number,1103
State,New Jersey,4,2004,Number,7739
State,New Jersey,3,2004,Number,6530
State,New Jersey,5 years and older,2004,Number,324
State,New Jersey,Total,2004,Number,15714
State,New Jersey,<3,2004,Number,1121
State,New Jersey,4,2006,Number,8097
State,New Jersey,5 years and older,2006,Number,1327
State,New Jersey,Total,2006,Number,16369
State,New Jersey,<3,2006,Number,1143
State,New Jersey,3,2006,Number,5802
State,New Jersey,Total,2003,Number,15557
State,New Jersey,5 years and older,2003,Number,952
State,New Jersey,3,2003,Number,5774
State,New Jersey,4,2003,Number,7547
State,New Jersey,<3,2003,Number,1284
State,New Jersey,<3,2002,Number,899
State,New Jersey,4,2002,Number,7438
State,New Jersey,3,2002,Number,6778
State,New Jersey,5 years and older,2002,Number,287
State,New Jersey,Total,2002,Number,15402
State,New Jersey,Total,2001,Number,14491
State,New Jersey,5 years and older,2001,Number,351
State,New Jersey,3,2001,Number,5539
State,New Jersey,4,2001,Number,7529
State,New Jersey,<3,2001,Number,1072
State,New Jersey,<3,2000,Number,681
State,New Jersey,3,2000,Number,5448
State,New Jersey,5 years and older,2000,Number,100
State,New Jersey,4,2000,Number,9497
State,New Jersey,Total,2000,Number,15726
State,New Jersey,<3,1998,Number,304
State,New Jersey,3,1998,Number,4206
State,New Jersey,5 years and older,1998,Number,2026
State,New Jersey,4,1998,Number,7666
State,New Jersey,Total,1998,Number,14202
State,New Jersey,Total,1999,Number,14896
State,New Jersey,4,1999,Number,8504
State,New Jersey,5 years and older,1999,Number,659
State,New Jersey,3,1999,Number,5279
State,New Jersey,<3,1999,Number,454
State,New Jersey,Total,1997,Number,14105
State,New Jersey,4,1997,Number,7316
State,New Jersey,5 years and older,1997,Number,3303
State,New Jersey,3,1997,Number,3315
State,New Jersey,<3,1997,Number,171
State,New Jersey,<3,1996,Number,94
State,New Jersey,3,1996,Number,3208
State,New Jersey,5 years and older,1996,Number,3199
State,New Jersey,4,1996,Number,7656
State,New Jersey,Total,1996,Number,14157
State,New Jersey,Total,1995,Number,13723
State,New Jersey,4,1995,Number,7334
State,New Jersey,5 years and older,1995,Number,2968
State,New Jersey,3,1995,Number,3306
State,New Jersey,<3,1995,Number,115
State,New Jersey,<3,1994,Number,178
State,New Jersey,3,1994,Number,3714
State,New Jersey,4,1994,Number,8314
State,New Jersey,Total,1994,Number,13890
State,New Jersey,5 years and older,1994,Number,1684
State,New Jersey,<3,1992,Number,144
State,New Jersey,3,1992,Number,3872
State,New Jersey,4,1992,Number,7526
State,New Jersey,5 years and older,1992,Number,645
State,New Jersey,Total,1992,Number,12187
State,New Jersey,5 years and older,1993,Number,567
State,New Jersey,Total,1993,Number,12912
State,New Jersey,4,1993,Number,7947
State,New Jersey,3,1993,Number,4197
State,New Jersey,<3,1993,Number,201
State,New Jersey,Total,1991,Number,11148
State,New Jersey,5 years and older,1991,Number,370
State,New Jersey,4,1991,Number,6951
State,New Jersey,3,1991,Number,3690
State,New Jersey,<3,1991,Number,137
State,New Jersey,<3,1990,Number,156
State,New Jersey,3,1990,Number,3510
State,New Jersey,4,1990,Number,7167
State,New Jersey,5 years and older,1990,Number,343
State,New Jersey,Total,1990,Number,11176
State,New Mexico,<3,1990,Number,106
State,New Mexico,3,1990,Number,1351
State,New Mexico,4,1990,Number,3520
State,New Mexico,5 years and older,1990,Number,597
State,New Mexico,Total,1990,Number,5574
State,New Mexico,Total,1991,Number,6195
State,New Mexico,5 years and older,1991,Number,724
State,New Mexico,4,1991,Number,3730
State,New Mexico,3,1991,Number,1580
State,New Mexico,<3,1991,Number,161
State,New Mexico,Total,1993,Number,6870
State,New Mexico,5 years and older,1993,Number,618
State,New Mexico,4,1993,Number,4237
State,New Mexico,3,1993,Number,1821
State,New Mexico,<3,1993,Number,194
State,New Mexico,3,1992,Number,1488
State,New Mexico,4,1992,Number,4178
State,New Mexico,5 years and older,1992,Number,687
State,New Mexico,Total,1992,Number,6577
State,New Mexico,<3,1992,Number,224
State,New Mexico,<3,1994,Number,219
State,New Mexico,3,1994,Number,1598
State,New Mexico,4,1994,Number,4631
State,New Mexico,5 years and older,1994,Number,1131
State,New Mexico,Total,1994,Number,7579
State,New Mexico,Total,1995,Number,7957
State,New Mexico,5 years and older,1995,Number,1127
State,New Mexico,4,1995,Number,4967
State,New Mexico,3,1995,Number,1788
State,New Mexico,<3,1995,Number,75
State,New Mexico,<3,1996,Number,86
State,New Mexico,3,1996,Number,1898
State,New Mexico,4,1996,Number,4998
State,New Mexico,5 years and older,1996,Number,982
State,New Mexico,Total,1996,Number,7964
State,New Mexico,Total,1997,Number,8470
State,New Mexico,5 years and older,1997,Number,1267
State,New Mexico,4,1997,Number,5133
State,New Mexico,3,1997,Number,1908
State,New Mexico,<3,1997,Number,162
State,New Mexico,Total,1999,Number,8723
State,New Mexico,4,1999,Number,5262
State,New Mexico,5 years and older,1999,Number,966
State,New Mexico,3,1999,Number,2196
State,New Mexico,<3,1999,Number,299
State,New Mexico,<3,1998,Number,245
State,New Mexico,3,1998,Number,2139
State,New Mexico,4,1998,Number,4983
State,New Mexico,5 years and older,1998,Number,1039
State,New Mexico,Total,1998,Number,8406
State,New Mexico,3,2000,Number,2465
State,New Mexico,5 years and older,2000,Number,1130
State,New Mexico,4,2000,Number,5132
State,New Mexico,Total,2000,Number,9193
State,New Mexico,<3,2000,Number,466
State,New Mexico,Total,2001,Number,9730
State,New Mexico,5 years and older,2001,Number,1157
State,New Mexico,4,2001,Number,5097
State,New Mexico,3,2001,Number,2722
State,New Mexico,<3,2001,Number,754
State,New Mexico,<3,2002,Number,911
State,New Mexico,3,2002,Number,2863
State,New Mexico,5 years and older,2002,Number,1167
State,New Mexico,4,2002,Number,5139
State,New Mexico,Total,2002,Number,10080
State,New Mexico,Total,2003,Number,10608
State,New Mexico,5 years and older,2003,Number,1705
State,New Mexico,4,2003,Number,5230
State,New Mexico,3,2003,Number,2667
State,New Mexico,<3,2003,Number,1006
State,New Mexico,<3,2006,Number,1238
State,New Mexico,3,2006,Number,3587
State,New Mexico,4,2006,Number,5572
State,New Mexico,Total,2006,Number,10569
State,New Mexico,5 years and older,2006,Number,172
State,New Mexico,<3,2004,Number,1070
State,New Mexico,3,2004,Number,2678
State,New Mexico,4,2004,Number,5553
State,New Mexico,Total,2004,Number,10873
State,New Mexico,5 years and older,2004,Number,1572
State,New Mexico,Total,2005,Number,10712
State,New Mexico,5 years and older,2005,Number,1086
State,New Mexico,4,2005,Number,5555
State,New Mexico,3,2005,Number,2854
State,New Mexico,<3,2005,Number,1217
State,New Mexico,<3,1989,Number,122
State,New Mexico,3,1989,Number,1292
State,New Mexico,4,1989,Number,3498
State,New Mexico,Total,1989,Number,5612
State,New Mexico,5 years and older,1989,Number,700
State,New Mexico,5 years and older,2007,Number,186
State,New Mexico,Total,2007,Number,10432
State,New Mexico,4,2007,Number,5496
State,New Mexico,3,2007,Number,3443
State,New Mexico,<3,2007,Number,1307
State,New Mexico,<3,2018,Number,2013
State,New Mexico,3,2018,Number,3667
State,New Mexico,4,2018,Number,3919
State,New Mexico,5 years and older,2018,Number,178
State,New Mexico,Total,2018,Number,9777
State,New Mexico,<3,2013,Number,2308
State,New Mexico,3,2013,Number,3710
State,New Mexico,4,2013,Number,5006
State,New Mexico,Total,2013,Number,11172
State,New Mexico,5 years and older,2013,Number,148
State,New Mexico,4,2008,Number,4913
State,New Mexico,3,2008,Number,2805
State,New Mexico,<3,2008,Number,1210
State,New Mexico,5 years and older,2008,Number,1237
State,New Mexico,Total,2008,Number,10165
State,New Mexico,4,2009,Number,4776
State,New Mexico,3,2009,Number,3294
State,New Mexico,Total,2009,Number,10431
State,New Mexico,5 years and older,2009,Number,933
State,New Mexico,<3,2009,Number,1428
State,New Mexico,Total,1988,Number,5593
State,New Mexico,3,1988,Number,1108
State,New Mexico,<3,1988,Number,103
State,New Mexico,4,1988,Number,3416
State,New Mexico,5 years and older,1988,Number,966
State,New Mexico,Total,2010,Number,10567
State,New Mexico,5 years and older,2010,Number,229
State,New Mexico,<3,2010,Number,1601
State,New Mexico,4,2010,Number,5053
State,New Mexico,3,2010,Number,3684
State,New Mexico,Total,2015,Number,10491
State,New Mexico,3,2015,Number,3789
State,New Mexico,<3,2015,Number,2212
State,New Mexico,4,2015,Number,4382
State,New Mexico,5 years and older,2015,Number,108
State,New Mexico,5 years and older,2012,Number,233
State,New Mexico,Total,2012,Number,10989
State,New Mexico,3,2012,Number,3751
State,New Mexico,<3,2012,Number,2010
State,New Mexico,4,2012,Number,4995
State,New Mexico,4,2011,Number,5149
State,New Mexico,<3,2011,Number,1957
State,New Mexico,3,2011,Number,3624
State,New Mexico,Total,2011,Number,10970
State,New Mexico,5 years and older,2011,Number,240
State,New Mexico,5 years and older,2014,Number,336
State,New Mexico,4,2014,Number,4723
State,New Mexico,<3,2014,Number,2095
State,New Mexico,3,2014,Number,3337
State,New Mexico,Total,2014,Number,10491
State,New Mexico,5 years and older,2016,Number,304
State,New Mexico,Total,2016,Number,10655
State,New Mexico,3,2016,Number,3625
State,New Mexico,<3,2016,Number,2611
State,New Mexico,4,2016,Number,4115
State,New Mexico,<3,2017,Number,2688
State,New Mexico,3,2017,Number,3681
State,New Mexico,4,2017,Number,4171
State,New Mexico,5 years and older,2017,Number,111
State,New Mexico,Total,2017,Number,10651
State,New Mexico,<3,2019,Number,2909
State,New Mexico,3,2019,Number,3677
State,New Mexico,4,2019,Number,3772
State,New Mexico,5 years and older,2019,Number,85
State,New Mexico,Total,2019,Number,10443
State,New Mexico,<3,2021,Number,2098
State,New Mexico,3,2021,Number,1876
State,New Mexico,4,2021,Number,2311
State,New Mexico,5 years and older,2021,Number,132
State,New Mexico,Total,2021,Number,6417
State,New York,<3,2021,Number,11443
State,New York,3,2021,Number,14303
State,New York,4,2021,Number,17221
State,New York,5 years and older,2021,Number,542
State,New York,Total,2021,Number,43509
State,New York,<3,2019,Number,13821
State,New York,3,2019,Number,22062
State,New York,4,2019,Number,21706
State,New York,5 years and older,2019,Number,1444
State,New York,Total,2019,Number,59033
State,New York,<3,2017,Number,12572
State,New York,3,2017,Number,23935
State,New York,4,2017,Number,25880
State,New York,5 years and older,2017,Number,1187
State,New York,Total,2017,Number,63574
State,New York,<3,2016,Number,12225
State,New York,3,2016,Number,25493
State,New York,4,2016,Number,26887
State,New York,5 years and older,2016,Number,1124
State,New York,Total,2016,Number,65729
State,New York,<3,2014,Number,10144
State,New York,4,2014,Number,29413
State,New York,3,2014,Number,24134
State,New York,Total,2014,Number,64863
State,New York,5 years and older,2014,Number,1172
State,New York,4,2011,Number,30537
State,New York,3,2011,Number,24537
State,New York,Total,2011,Number,65298
State,New York,5 years and older,2011,Number,1012
State,New York,<3,2011,Number,9212
State,New York,<3,2012,Number,9044
State,New York,3,2012,Number,24636
State,New York,4,2012,Number,30816
State,New York,5 years and older,2012,Number,823
State,New York,Total,2012,Number,65319
State,New York,<3,2015,Number,10734
State,New York,3,2015,Number,24654
State,New York,4,2015,Number,28293
State,New York,5 years and older,2015,Number,1355
State,New York,Total,2015,Number,65036
State,New York,<3,2010,Number,8347
State,New York,4,2010,Number,30247
State,New York,3,2010,Number,23285
State,New York,Total,2010,Number,62919
State,New York,5 years and older,2010,Number,1040
State,New York,<3,1988,Number,682
State,New York,3,1988,Number,9538
State,New York,4,1988,Number,18188
State,New York,5 years and older,1988,Number,2847
State,New York,Total,1988,Number,31255
State,New York,4,2009,Number,27701
State,New York,3,2009,Number,21762
State,New York,<3,2009,Number,5782
State,New York,Total,2009,Number,56368
State,New York,5 years and older,2009,Number,1123
State,New York,<3,2008,Number,5971
State,New York,Total,2008,Number,57463
State,New York,5 years and older,2008,Number,1185
State,New York,4,2008,Number,28138
State,New York,3,2008,Number,22169
State,New York,3,2013,Number,23397
State,New York,4,2013,Number,29437
State,New York,5 years and older,2013,Number,872
State,New York,Total,2013,Number,64137
State,New York,<3,2013,Number,10431
State,New York,<3,2018,Number,9251
State,New York,3,2018,Number,22810
State,New York,4,2018,Number,24215
State,New York,5 years and older,2018,Number,1313
State,New York,Total,2018,Number,57589
State,New York,<3,2007,Number,6023
State,New York,Total,2007,Number,57860
State,New York,5 years and older,2007,Number,1587
State,New York,4,2007,Number,27876
State,New York,3,2007,Number,22374
State,New York,3,1989,Number,10722
State,New York,4,1989,Number,19289
State,New York,5 years and older,1989,Number,1029
State,New York,Total,1989,Number,31492
State,New York,<3,1989,Number,452
State,New York,Total,2005,Number,57523
State,New York,5 years and older,2005,Number,3028
State,New York,4,2005,Number,27675
State,New York,3,2005,Number,21325
State,New York,<3,2005,Number,5495
State,New York,<3,2004,Number,5626
State,New York,3,2004,Number,20997
State,New York,4,2004,Number,26759
State,New York,5 years and older,2004,Number,2000
State,New York,Total,2004,Number,55382
State,New York,<3,2006,Number,6174
State,New York,4,2006,Number,29350
State,New York,3,2006,Number,22619
State,New York,5 years and older,2006,Number,1601
State,New York,Total,2006,Number,59744
State,New York,Total,2003,Number,53578
State,New York,5 years and older,2003,Number,1997
State,New York,4,2003,Number,27390
State,New York,3,2003,Number,19336
State,New York,<3,2003,Number,4855
State,New York,<3,2002,Number,4518
State,New York,3,2002,Number,20260
State,New York,4,2002,Number,26321
State,New York,5 years and older,2002,Number,1689
State,New York,Total,2002,Number,52788
State,New York,Total,2001,Number,50257
State,New York,5 years and older,2001,Number,1629
State,New York,3,2001,Number,18583
State,New York,4,2001,Number,26341
State,New York,<3,2001,Number,3704
State,New York,<3,2000,Number,3440
State,New York,3,2000,Number,18824
State,New York,4,2000,Number,26752
State,New York,5 years and older,2000,Number,1859
State,New York,Total,2000,Number,50875
State,New York,<3,1998,Number,2129
State,New York,4,1998,Number,27434
State,New York,3,1998,Number,15793
State,New York,5 years and older,1998,Number,3455
State,New York,Total,1998,Number,48811
State,New York,Total,1999,Number,49550
State,New York,5 years and older,1999,Number,2673
State,New York,3,1999,Number,17175
State,New York,4,1999,Number,27342
State,New York,<3,1999,Number,2360
State,New York,Total,1997,Number,47852
State,New York,5 years and older,1997,Number,3437
State,New York,3,1997,Number,15405
State,New York,4,1997,Number,27471
State,New York,<3,1997,Number,1539
State,New York,<3,1996,Number,1281
State,New York,3,1996,Number,15327
State,New York,5 years and older,1996,Number,2716
State,New York,4,1996,Number,27285
State,New York,Total,1996,Number,46609
State,New York,Total,1995,Number,45612
State,New York,4,1995,Number,26976
State,New York,5 years and older,1995,Number,3345
State,New York,3,1995,Number,14079
State,New York,<3,1995,Number,1212
State,New York,<3,1994,Number,1126
State,New York,3,1994,Number,14188
State,New York,5 years and older,1994,Number,3226
State,New York,4,1994,Number,26204
State,New York,Total,1994,Number,44744
State,New York,<3,1992,Number,978
State,New York,3,1992,Number,12554
State,New York,4,1992,Number,23873
State,New York,5 years and older,1992,Number,2108
State,New York,Total,1992,Number,39513
State,New York,Total,1993,Number,41488
State,New York,4,1993,Number,24766
State,New York,5 years and older,1993,Number,2386
State,New York,3,1993,Number,13089
State,New York,<3,1993,Number,1247
State,New York,Total,1991,Number,35585
State,New York,5 years and older,1991,Number,1893
State,New York,4,1991,Number,20871
State,New York,3,1991,Number,12131
State,New York,<3,1991,Number,690
State,New York,<3,1990,Number,667
State,New York,3,1990,Number,11062
State,New York,4,1990,Number,18676
State,New York,5 years and older,1990,Number,1158
State,New York,Total,1990,Number,31563
State,North Carolina,<3,1990,Number,328
State,North Carolina,3,1990,Number,3123
State,North Carolina,4,1990,Number,8030
State,North Carolina,5 years and older,1990,Number,790
State,North Carolina,Total,1990,Number,12271
State,North Carolina,Total,1991,Number,13508
State,North Carolina,5 years and older,1991,Number,944
State,North Carolina,4,1991,Number,9357
State,North Carolina,3,1991,Number,2857
State,North Carolina,<3,1991,Number,350
State,North Carolina,Total,1993,Number,15486
State,North Carolina,5 years and older,1993,Number,1100
State,North Carolina,4,1993,Number,10382
State,North Carolina,3,1993,Number,3333
State,North Carolina,<3,1993,Number,671
State,North Carolina,3,1992,Number,3553
State,North Carolina,4,1992,Number,10021
State,North Carolina,5 years and older,1992,Number,1017
State,North Carolina,Total,1992,Number,15031
State,North Carolina,<3,1992,Number,440
State,North Carolina,<3,1994,Number,747
State,North Carolina,3,1994,Number,3336
State,North Carolina,4,1994,Number,10614
State,North Carolina,5 years and older,1994,Number,1661
State,North Carolina,Total,1994,Number,16358
State,North Carolina,5 years and older,1995,Number,1111
State,North Carolina,Total,1995,Number,17307
State,North Carolina,4,1995,Number,11459
State,North Carolina,3,1995,Number,4016
State,North Carolina,<3,1995,Number,721
State,North Carolina,<3,1996,Number,678
State,North Carolina,3,1996,Number,4224
State,North Carolina,4,1996,Number,11701
State,North Carolina,5 years and older,1996,Number,1189
State,North Carolina,Total,1996,Number,17792
State,North Carolina,Total,1997,Number,18370
State,North Carolina,5 years and older,1997,Number,1104
State,North Carolina,4,1997,Number,12022
State,North Carolina,3,1997,Number,4350
State,North Carolina,<3,1997,Number,894
State,North Carolina,Total,1999,Number,18904
State,North Carolina,5 years and older,1999,Number,701
State,North Carolina,4,1999,Number,11663
State,North Carolina,<3,1999,Number,920
State,North Carolina,3,1999,Number,5620
State,North Carolina,<3,1998,Number,817
State,North Carolina,3,1998,Number,4675
State,North Carolina,4,1998,Number,11769
State,North Carolina,5 years and older,1998,Number,862
State,North Carolina,Total,1998,Number,18123
State,North Carolina,4,2000,Number,10931
State,North Carolina,5 years and older,2000,Number,1125
State,North Carolina,Total,2000,Number,19561
State,North Carolina,3,2000,Number,6200
State,North Carolina,<3,2000,Number,1305
State,North Carolina,Total,2001,Number,19970
State,North Carolina,5 years and older,2001,Number,625
State,North Carolina,4,2001,Number,11420
State,North Carolina,<3,2001,Number,1457
State,North Carolina,3,2001,Number,6468
State,North Carolina,3,2002,Number,6749
State,North Carolina,<3,2002,Number,1635
State,North Carolina,4,2002,Number,11832
State,North Carolina,5 years and older,2002,Number,759
State,North Carolina,Total,2002,Number,20975
State,North Carolina,Total,2003,Number,22188
State,North Carolina,5 years and older,2003,Number,720
State,North Carolina,4,2003,Number,12474
State,North Carolina,<3,2003,Number,1855
State,North Carolina,3,2003,Number,7139
State,North Carolina,3,2006,Number,6785
State,North Carolina,<3,2006,Number,2358
State,North Carolina,4,2006,Number,13123
State,North Carolina,Total,2006,Number,22829
State,North Carolina,5 years and older,2006,Number,563
State,North Carolina,3,2004,Number,7213
State,North Carolina,<3,2004,Number,2206
State,North Carolina,4,2004,Number,12615
State,North Carolina,Total,2004,Number,22642
State,North Carolina,5 years and older,2004,Number,608
State,North Carolina,Total,2005,Number,22536
State,North Carolina,4,2005,Number,12796
State,North Carolina,5 years and older,2005,Number,518
State,North Carolina,<3,2005,Number,2145
State,North Carolina,3,2005,Number,7077
State,North Carolina,3,1989,Number,3290
State,North Carolina,<3,1989,Number,285
State,North Carolina,4,1989,Number,7924
State,North Carolina,5 years and older,1989,Number,833
State,North Carolina,Total,1989,Number,12332
State,North Carolina,5 years and older,2007,Number,368
State,North Carolina,Total,2007,Number,22570
State,North Carolina,4,2007,Number,12343
State,North Carolina,<3,2007,Number,2328
State,North Carolina,3,2007,Number,7531
State,North Carolina,<3,2018,Number,4441
State,North Carolina,3,2018,Number,8512
State,North Carolina,4,2018,Number,10922
State,North Carolina,5 years and older,2018,Number,212
State,North Carolina,Total,2018,Number,24087
State,North Carolina,3,2013,Number,8859
State,North Carolina,<3,2013,Number,5678
State,North Carolina,4,2013,Number,13364
State,North Carolina,5 years and older,2013,Number,608
State,North Carolina,Total,2013,Number,28509
State,North Carolina,5 years and older,2008,Number,524
State,North Carolina,Total,2008,Number,23121
State,North Carolina,4,2008,Number,12624
State,North Carolina,<3,2008,Number,2402
State,North Carolina,3,2008,Number,7571
State,North Carolina,Total,2009,Number,23522
State,North Carolina,5 years and older,2009,Number,492
State,North Carolina,4,2009,Number,12314
State,North Carolina,<3,2009,Number,2602
State,North Carolina,3,2009,Number,8114
State,North Carolina,3,1988,Number,3005
State,North Carolina,<3,1988,Number,285
State,North Carolina,4,1988,Number,7830
State,North Carolina,5 years and older,1988,Number,1304
State,North Carolina,Total,1988,Number,12424
State,North Carolina,5 years and older,2010,Number,773
State,North Carolina,4,2010,Number,12714
State,North Carolina,Total,2010,Number,24538
State,North Carolina,3,2010,Number,7275
State,North Carolina,<3,2010,Number,3776
State,North Carolina,3,2015,Number,8438
State,North Carolina,<3,2015,Number,5454
State,North Carolina,4,2015,Number,12219
State,North Carolina,5 years and older,2015,Number,859
State,North Carolina,Total,2015,Number,26970
State,North Carolina,3,2012,Number,7992
State,North Carolina,<3,2012,Number,5584
State,North Carolina,Total,2012,Number,28167
State,North Carolina,Total,2011,Number,27900
State,North Carolina,<3,2011,Number,5470
State,North Carolina,3,2011,Number,8138
State,North Carolina,5 years and older,2011,Number,979
State,North Carolina,4,2011,Number,13313
State,North Carolina,4,2012,Number,13721
State,North Carolina,5 years and older,2012,Number,870
State,North Carolina,Total,2014,Number,27104
State,North Carolina,5 years and older,2014,Number,1247
State,North Carolina,4,2014,Number,12377
State,North Carolina,<3,2014,Number,5303
State,North Carolina,3,2014,Number,8177
State,North Carolina,3,2016,Number,8303
State,North Carolina,<3,2016,Number,5699
State,North Carolina,4,2016,Number,11594
State,North Carolina,5 years and older,2016,Number,91
State,North Carolina,<3,2017,Number,5962
State,North Carolina,3,2017,Number,8062
State,North Carolina,4,2017,Number,11695
State,North Carolina,5 years and older,2017,Number,354
State,North Carolina,Total,2017,Number,26073
State,North Carolina,Total,2016,Number,25687
State,North Carolina,<3,2019,Number,6403
State,North Carolina,3,2019,Number,8527
State,North Carolina,4,2019,Number,10907
State,North Carolina,5 years and older,2019,Number,75
State,North Carolina,Total,2019,Number,25912
State,North Carolina,<3,2021,Number,5323
State,North Carolina,3,2021,Number,5710
State,North Carolina,4,2021,Number,7663
State,North Carolina,5 years and older,2021,Number,41
State,North Carolina,Total,2021,Number,18737
State,North Dakota,<3,2021,Number,720
State,North Dakota,3,2021,Number,788
State,North Dakota,4,2021,Number,1039
State,North Dakota,5 years and older,2021,Number,138
State,North Dakota,Total,2021,Number,2685
State,North Dakota,<3,2019,Number,1012
