LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,Kansas,less than 18,2018,Number,175000
State,Kansas,less than 6,2013,Number,69000
State,Kansas,less than 13,2013,Number,145000
State,Kansas,less than 18,2013,Number,188000
State,Kansas,less than 6,2008,Number,61000
State,Kansas,less than 13,2008,Number,137000
State,Kansas,less than 18,2008,Number,175000
State,Kentucky,less than 6,2008,Number,85000
State,Kentucky,less than 13,2008,Number,175000
State,Kentucky,less than 18,2008,Number,226000
State,Kentucky,less than 6,2013,Number,91000
State,Kentucky,less than 13,2013,Number,192000
State,Kentucky,less than 18,2013,Number,250000
State,Kentucky,less than 6,2018,Number,90000
State,Kentucky,less than 13,2018,Number,192000
State,Kentucky,less than 18,2018,Number,244000
State,Kentucky,less than 13,2009,Number,172000
State,Kentucky,less than 18,2009,Number,226000
State,Kentucky,less than 6,2009,Number,80000
State,Kentucky,less than 6,2010,Number,83000
State,Kentucky,less than 13,2010,Number,184000
State,Kentucky,less than 18,2010,Number,241000
State,Kentucky,less than 6,2015,Number,87000
State,Kentucky,less than 13,2015,Number,184000
State,Kentucky,less than 18,2015,Number,246000
State,Kentucky,less than 6,2011,Number,88000
State,Kentucky,less than 13,2011,Number,184000
State,Kentucky,less than 18,2011,Number,243000
State,Kentucky,less than 6,2012,Number,84000
State,Kentucky,less than 13,2012,Number,185000
State,Kentucky,less than 18,2012,Number,243000
State,Kentucky,less than 13,2014,Number,195000
State,Kentucky,less than 18,2014,Number,253000
State,Kentucky,less than 6,2014,Number,91000
State,Kentucky,less than 6,2016,Number,94000
State,Kentucky,less than 13,2016,Number,200000
State,Kentucky,less than 18,2016,Number,262000
State,Kentucky,less than 13,2017,Number,187000
State,Kentucky,less than 18,2017,Number,239000
State,Kentucky,less than 6,2017,Number,85000
State,Kentucky,less than 6,2021,Number,80000
State,Kentucky,less than 13,2021,Number,174000
State,Kentucky,less than 18,2021,Number,232000
State,Kentucky,less than 6,2019,Number,86000
State,Kentucky,less than 13,2019,Number,182000
State,Kentucky,less than 18,2019,Number,241000
State,Louisiana,less than 6,2019,Number,93000
State,Louisiana,less than 13,2019,Number,207000
State,Louisiana,less than 18,2019,Number,281000
State,Louisiana,less than 6,2021,Number,83000
State,Louisiana,less than 13,2021,Number,195000
State,Louisiana,less than 18,2021,Number,269000
State,Louisiana,less than 13,2017,Number,222000
State,Louisiana,less than 18,2017,Number,297000
State,Louisiana,less than 6,2017,Number,93000
State,Louisiana,less than 18,2016,Number,293000
State,Louisiana,less than 6,2016,Number,100000
State,Louisiana,less than 13,2016,Number,221000
State,Louisiana,less than 13,2014,Number,234000
State,Louisiana,less than 18,2014,Number,311000
State,Louisiana,less than 6,2014,Number,104000
State,Louisiana,less than 6,2012,Number,108000
State,Louisiana,less than 13,2012,Number,231000
State,Louisiana,less than 18,2012,Number,308000
State,Louisiana,less than 6,2011,Number,100000
State,Louisiana,less than 13,2011,Number,221000
State,Louisiana,less than 18,2011,Number,292000
State,Louisiana,less than 6,2015,Number,105000
State,Louisiana,less than 13,2015,Number,228000
State,Louisiana,less than 18,2015,Number,302000
State,Louisiana,less than 6,2010,Number,96000
State,Louisiana,less than 13,2010,Number,205000
State,Louisiana,less than 18,2010,Number,274000
State,Louisiana,less than 13,2009,Number,198000
State,Louisiana,less than 18,2009,Number,267000
State,Louisiana,less than 6,2009,Number,88000
State,Louisiana,less than 6,2018,Number,99000
State,Louisiana,less than 13,2018,Number,222000
State,Louisiana,less than 18,2018,Number,306000
State,Louisiana,less than 6,2013,Number,104000
State,Louisiana,less than 13,2013,Number,224000
State,Louisiana,less than 18,2013,Number,300000
State,Louisiana,less than 6,2008,Number,99000
State,Louisiana,less than 13,2008,Number,212000
State,Louisiana,less than 18,2008,Number,283000
State,Maine,less than 6,2008,Number,19000
State,Maine,less than 13,2008,Number,42000
State,Maine,less than 18,2008,Number,58000
State,Maine,less than 6,2013,Number,18000
State,Maine,less than 13,2013,Number,43000
State,Maine,less than 18,2013,Number,60000
State,Maine,less than 6,2018,Number,17000
State,Maine,less than 13,2018,Number,36000
State,Maine,less than 18,2018,Number,51000
State,Maine,less than 13,2009,Number,43000
State,Maine,less than 18,2009,Number,57000
State,Maine,less than 6,2009,Number,22000
State,Maine,less than 6,2010,Number,21000
State,Maine,less than 13,2010,Number,44000
State,Maine,less than 18,2010,Number,60000
State,Maine,less than 6,2015,Number,17000
State,Maine,less than 13,2015,Number,42000
State,Maine,less than 18,2015,Number,56000
State,Maine,less than 6,2011,Number,20000
State,Maine,less than 13,2011,Number,45000
State,Maine,less than 18,2011,Number,61000
State,Maine,less than 6,2012,Number,22000
State,Maine,less than 13,2012,Number,50000
State,Maine,less than 18,2012,Number,64000
State,Maine,less than 13,2014,Number,40000
State,Maine,less than 18,2014,Number,54000
State,Maine,less than 6,2014,Number,16000
State,Maine,less than 6,2016,Number,18000
State,Maine,less than 13,2016,Number,40000
State,Maine,less than 18,2016,Number,52000
State,Maine,less than 13,2017,Number,36000
State,Maine,less than 18,2017,Number,47000
State,Maine,less than 6,2017,Number,15000
State,Maine,less than 6,2021,Number,14000
State,Maine,less than 13,2021,Number,31000
State,Maine,less than 18,2021,Number,41000
State,Maine,less than 6,2019,Number,17000
State,Maine,less than 13,2019,Number,38000
State,Maine,less than 18,2019,Number,50000
State,Maryland,less than 6,2019,Number,82000
State,Maryland,less than 13,2019,Number,172000
State,Maryland,less than 18,2019,Number,228000
State,Maryland,less than 6,2021,Number,64000
State,Maryland,less than 13,2021,Number,147000
State,Maryland,less than 18,2021,Number,200000
State,Maryland,less than 13,2017,Number,180000
State,Maryland,less than 18,2017,Number,230000
State,Maryland,less than 6,2017,Number,77000
State,Maryland,less than 18,2016,Number,222000
State,Maryland,less than 6,2016,Number,76000
State,Maryland,less than 13,2016,Number,169000
State,Maryland,less than 13,2014,Number,188000
State,Maryland,less than 18,2014,Number,246000
State,Maryland,less than 6,2014,Number,89000
State,Maryland,less than 6,2012,Number,80000
State,Maryland,less than 13,2012,Number,164000
State,Maryland,less than 18,2012,Number,212000
State,Maryland,less than 6,2011,Number,77000
State,Maryland,less than 13,2011,Number,160000
State,Maryland,less than 18,2011,Number,210000
State,Maryland,less than 6,2015,Number,78000
State,Maryland,less than 13,2015,Number,181000
State,Maryland,less than 18,2015,Number,235000
State,Maryland,less than 6,2010,Number,72000
State,Maryland,less than 13,2010,Number,156000
State,Maryland,less than 18,2010,Number,205000
State,Maryland,less than 13,2009,Number,150000
State,Maryland,less than 18,2009,Number,201000
State,Maryland,less than 6,2009,Number,76000
State,Maryland,less than 6,2018,Number,79000
State,Maryland,less than 13,2018,Number,178000
State,Maryland,less than 18,2018,Number,226000
State,Maryland,less than 6,2013,Number,79000
State,Maryland,less than 13,2013,Number,174000
State,Maryland,less than 18,2013,Number,230000
State,Maryland,less than 6,2008,Number,72000
State,Maryland,less than 13,2008,Number,152000
State,Maryland,less than 18,2008,Number,203000
State,Massachusetts,less than 6,2008,Number,59000
State,Massachusetts,less than 13,2008,Number,135000
State,Massachusetts,less than 18,2008,Number,185000
State,Massachusetts,less than 6,2013,Number,68000
State,Massachusetts,less than 13,2013,Number,145000
State,Massachusetts,less than 18,2013,Number,198000
State,Massachusetts,less than 6,2018,Number,62000
State,Massachusetts,less than 13,2018,Number,145000
State,Massachusetts,less than 18,2018,Number,198000
State,Massachusetts,less than 13,2009,Number,134000
State,Massachusetts,less than 18,2009,Number,186000
State,Massachusetts,less than 6,2009,Number,64000
State,Massachusetts,less than 6,2010,Number,64000
State,Massachusetts,less than 13,2010,Number,145000
State,Massachusetts,less than 18,2010,Number,193000
State,Massachusetts,less than 6,2015,Number,69000
State,Massachusetts,less than 13,2015,Number,160000
State,Massachusetts,less than 18,2015,Number,217000
State,Massachusetts,less than 6,2011,Number,65000
State,Massachusetts,less than 13,2011,Number,145000
State,Massachusetts,less than 18,2011,Number,200000
State,Massachusetts,less than 6,2012,Number,69000
State,Massachusetts,less than 13,2012,Number,153000
State,Massachusetts,less than 18,2012,Number,209000
State,Massachusetts,less than 13,2014,Number,166000
State,Massachusetts,less than 18,2014,Number,224000
State,Massachusetts,less than 6,2014,Number,76000
State,Massachusetts,less than 18,2016,Number,192000
State,Massachusetts,less than 6,2016,Number,63000
State,Massachusetts,less than 13,2016,Number,141000
State,Massachusetts,less than 13,2017,Number,146000
State,Massachusetts,less than 18,2017,Number,193000
State,Massachusetts,less than 6,2017,Number,69000
State,Massachusetts,less than 6,2021,Number,46000
State,Massachusetts,less than 13,2021,Number,107000
State,Massachusetts,less than 18,2021,Number,148000
State,Massachusetts,less than 6,2019,Number,63000
State,Massachusetts,less than 13,2019,Number,146000
State,Massachusetts,less than 18,2019,Number,202000
State,Michigan,less than 6,2019,Number,182000
State,Michigan,less than 13,2019,Number,394000
State,Michigan,less than 18,2019,Number,520000
State,Michigan,less than 6,2021,Number,141000
State,Michigan,less than 13,2021,Number,311000
State,Michigan,less than 18,2021,Number,411000
State,Michigan,less than 13,2017,Number,383000
State,Michigan,less than 18,2017,Number,508000
State,Michigan,less than 6,2017,Number,176000
State,Michigan,less than 18,2016,Number,508000
State,Michigan,less than 6,2016,Number,178000
State,Michigan,less than 13,2016,Number,389000
State,Michigan,less than 13,2014,Number,403000
State,Michigan,less than 18,2014,Number,538000
State,Michigan,less than 6,2014,Number,185000
State,Michigan,less than 6,2012,Number,181000
State,Michigan,less than 13,2012,Number,405000
State,Michigan,less than 18,2012,Number,543000
State,Michigan,less than 6,2011,Number,169000
State,Michigan,less than 13,2011,Number,386000
State,Michigan,less than 18,2011,Number,524000
State,Michigan,less than 6,2015,Number,183000
State,Michigan,less than 13,2015,Number,412000
State,Michigan,less than 18,2015,Number,547000
State,Michigan,less than 6,2010,Number,162000
State,Michigan,less than 13,2010,Number,364000
State,Michigan,less than 18,2010,Number,497000
State,Michigan,less than 13,2009,Number,383000
State,Michigan,less than 18,2009,Number,524000
State,Michigan,less than 6,2009,Number,173000
State,Michigan,less than 6,2018,Number,172000
State,Michigan,less than 13,2018,Number,382000
State,Michigan,less than 18,2018,Number,509000
State,Michigan,less than 6,2013,Number,181000
State,Michigan,less than 13,2013,Number,398000
State,Michigan,less than 18,2013,Number,538000
State,Michigan,less than 6,2008,Number,170000
State,Michigan,less than 13,2008,Number,381000
State,Michigan,less than 18,2008,Number,515000
State,Minnesota,less than 6,2008,Number,80000
State,Minnesota,less than 13,2008,Number,166000
State,Minnesota,less than 18,2008,Number,220000
State,Minnesota,less than 6,2013,Number,92000
State,Minnesota,less than 13,2013,Number,204000
State,Minnesota,less than 18,2013,Number,266000
State,Minnesota,less than 6,2018,Number,89000
State,Minnesota,less than 13,2018,Number,200000
State,Minnesota,less than 18,2018,Number,255000
State,Minnesota,less than 13,2009,Number,186000
State,Minnesota,less than 18,2009,Number,243000
State,Minnesota,less than 6,2009,Number,89000
State,Minnesota,less than 6,2010,Number,93000
State,Minnesota,less than 13,2010,Number,193000
State,Minnesota,less than 18,2010,Number,250000
State,Minnesota,less than 6,2015,Number,90000
State,Minnesota,less than 13,2015,Number,200000
State,Minnesota,less than 18,2015,Number,262000
State,Minnesota,less than 6,2011,Number,92000
State,Minnesota,less than 13,2011,Number,198000
State,Minnesota,less than 18,2011,Number,258000
State,Minnesota,less than 6,2012,Number,92000
State,Minnesota,less than 13,2012,Number,195000
State,Minnesota,less than 18,2012,Number,254000
State,Minnesota,less than 13,2014,Number,207000
State,Minnesota,less than 18,2014,Number,266000
State,Minnesota,less than 6,2014,Number,94000
State,Minnesota,less than 18,2016,Number,255000
State,Minnesota,less than 6,2016,Number,87000
State,Minnesota,less than 13,2016,Number,199000
State,Minnesota,less than 13,2017,Number,188000
State,Minnesota,less than 18,2017,Number,243000
State,Minnesota,less than 6,2017,Number,87000
State,Minnesota,less than 6,2019,Number,81000
State,Minnesota,less than 13,2019,Number,179000
State,Minnesota,less than 18,2019,Number,234000
State,Minnesota,less than 6,2021,Number,70000
State,Minnesota,less than 13,2021,Number,159000
State,Minnesota,less than 18,2021,Number,210000
State,Mississippi,less than 6,2019,Number,63000
State,Mississippi,less than 13,2019,Number,150000
State,Mississippi,less than 18,2019,Number,206000
State,Mississippi,less than 6,2021,Number,52000
State,Mississippi,less than 13,2021,Number,121000
State,Mississippi,less than 18,2021,Number,171000
State,Mississippi,less than 13,2017,Number,153000
State,Mississippi,less than 18,2017,Number,206000
State,Mississippi,less than 6,2017,Number,67000
State,Mississippi,less than 18,2016,Number,210000
State,Mississippi,less than 6,2016,Number,68000
State,Mississippi,less than 13,2016,Number,160000
State,Mississippi,less than 13,2014,Number,154000
State,Mississippi,less than 18,2014,Number,210000
State,Mississippi,less than 6,2014,Number,68000
State,Mississippi,less than 6,2012,Number,74000
State,Mississippi,less than 13,2012,Number,167000
State,Mississippi,less than 18,2012,Number,224000
State,Mississippi,less than 6,2011,Number,76000
State,Mississippi,less than 13,2011,Number,169000
State,Mississippi,less than 18,2011,Number,228000
State,Mississippi,less than 6,2015,Number,65000
State,Mississippi,less than 13,2015,Number,157000
State,Mississippi,less than 18,2015,Number,213000
State,Mississippi,less than 6,2010,Number,68000
State,Mississippi,less than 13,2010,Number,159000
State,Mississippi,less than 18,2010,Number,216000
State,Mississippi,less than 13,2009,Number,153000
State,Mississippi,less than 18,2009,Number,207000
State,Mississippi,less than 6,2009,Number,69000
State,Mississippi,less than 6,2018,Number,66000
State,Mississippi,less than 13,2018,Number,153000
State,Mississippi,less than 18,2018,Number,205000
State,Mississippi,less than 6,2013,Number,72000
State,Mississippi,less than 13,2013,Number,165000
State,Mississippi,less than 18,2013,Number,220000
State,Mississippi,less than 6,2008,Number,77000
State,Mississippi,less than 13,2008,Number,161000
State,Mississippi,less than 18,2008,Number,217000
State,Missouri,less than 6,2008,Number,123000
State,Missouri,less than 13,2008,Number,253000
State,Missouri,less than 18,2008,Number,333000
State,Missouri,less than 6,2013,Number,132000
State,Missouri,less than 13,2013,Number,288000
State,Missouri,less than 18,2013,Number,373000
State,Missouri,less than 6,2018,Number,127000
State,Missouri,less than 13,2018,Number,272000
State,Missouri,less than 18,2018,Number,346000
State,Missouri,less than 13,2009,Number,262000
State,Missouri,less than 18,2009,Number,346000
State,Missouri,less than 6,2009,Number,125000
State,Missouri,less than 6,2010,Number,125000
State,Missouri,less than 13,2010,Number,274000
State,Missouri,less than 18,2010,Number,357000
State,Missouri,less than 6,2015,Number,126000
State,Missouri,less than 13,2015,Number,271000
State,Missouri,less than 18,2015,Number,358000
State,Missouri,less than 6,2011,Number,122000
State,Missouri,less than 13,2011,Number,257000
State,Missouri,less than 18,2011,Number,340000
State,Missouri,less than 6,2012,Number,122000
State,Missouri,less than 13,2012,Number,265000
State,Missouri,less than 18,2012,Number,349000
State,Missouri,less than 13,2014,Number,253000
State,Missouri,less than 18,2014,Number,336000
State,Missouri,less than 6,2014,Number,116000
State,Missouri,less than 18,2016,Number,360000
State,Missouri,less than 6,2016,Number,122000
State,Missouri,less than 13,2016,Number,270000
State,Missouri,less than 13,2017,Number,266000
State,Missouri,less than 18,2017,Number,350000
State,Missouri,less than 6,2017,Number,125000
State,Missouri,less than 6,2019,Number,121000
State,Missouri,less than 13,2019,Number,259000
State,Missouri,less than 18,2019,Number,335000
State,Missouri,less than 6,2021,Number,106000
State,Missouri,less than 13,2021,Number,230000
State,Missouri,less than 18,2021,Number,305000
State,Montana,less than 6,2021,Number,16000
State,Montana,less than 13,2021,Number,41000
State,Montana,less than 18,2021,Number,52000
State,Montana,less than 6,2019,Number,19000
State,Montana,less than 13,2019,Number,38000
State,Montana,less than 18,2019,Number,49000
State,Montana,less than 13,2017,Number,45000
State,Montana,less than 18,2017,Number,55000
State,Montana,less than 6,2017,Number,22000
State,Montana,less than 6,2016,Number,24000
State,Montana,less than 13,2016,Number,48000
State,Montana,less than 18,2016,Number,60000
State,Montana,less than 13,2014,Number,48000
State,Montana,less than 18,2014,Number,62000
State,Montana,less than 6,2014,Number,21000
State,Montana,less than 6,2012,Number,22000
State,Montana,less than 13,2012,Number,47000
State,Montana,less than 18,2012,Number,62000
State,Montana,less than 6,2011,Number,25000
State,Montana,less than 13,2011,Number,48000
State,Montana,less than 18,2011,Number,62000
State,Montana,less than 6,2015,Number,18000
State,Montana,less than 13,2015,Number,40000
State,Montana,less than 18,2015,Number,53000
State,Montana,less than 6,2010,Number,20000
State,Montana,less than 13,2010,Number,41000
State,Montana,less than 18,2010,Number,55000
State,Montana,less than 13,2009,Number,42000
State,Montana,less than 18,2009,Number,56000
State,Montana,less than 6,2009,Number,18000
State,Montana,less than 6,2018,Number,23000
State,Montana,less than 13,2018,Number,47000
State,Montana,less than 18,2018,Number,61000
State,Montana,less than 6,2013,Number,22000
State,Montana,less than 13,2013,Number,44000
State,Montana,less than 18,2013,Number,57000
State,Montana,less than 6,2008,Number,19000
State,Montana,less than 13,2008,Number,42000
State,Montana,less than 18,2008,Number,55000
State,Nebraska,less than 6,2008,Number,38000
State,Nebraska,less than 13,2008,Number,80000
State,Nebraska,less than 18,2008,Number,106000
State,Nebraska,less than 6,2013,Number,49000
State,Nebraska,less than 13,2013,Number,104000
State,Nebraska,less than 18,2013,Number,134000
State,Nebraska,less than 6,2018,Number,40000
State,Nebraska,less than 13,2018,Number,88000
State,Nebraska,less than 18,2018,Number,114000
State,Nebraska,less than 13,2009,Number,88000
State,Nebraska,less than 18,2009,Number,113000
State,Nebraska,less than 6,2009,Number,45000
State,Nebraska,less than 6,2010,Number,45000
State,Nebraska,less than 13,2010,Number,90000
State,Nebraska,less than 18,2010,Number,118000
State,Nebraska,less than 6,2015,Number,45000
State,Nebraska,less than 13,2015,Number,95000
State,Nebraska,less than 18,2015,Number,120000
State,Nebraska,less than 6,2011,Number,44000
State,Nebraska,less than 13,2011,Number,92000
State,Nebraska,less than 18,2011,Number,117000
State,Nebraska,less than 6,2012,Number,46000
State,Nebraska,less than 13,2012,Number,96000
State,Nebraska,less than 18,2012,Number,124000
State,Nebraska,less than 13,2014,Number,92000
State,Nebraska,less than 18,2014,Number,120000
State,Nebraska,less than 6,2014,Number,42000
State,Nebraska,less than 6,2016,Number,43000
State,Nebraska,less than 13,2016,Number,94000
State,Nebraska,less than 18,2016,Number,120000
State,Nebraska,less than 13,2017,Number,93000
State,Nebraska,less than 18,2017,Number,120000
State,Nebraska,less than 6,2017,Number,43000
State,Nebraska,less than 6,2019,Number,40000
State,Nebraska,less than 13,2019,Number,86000
State,Nebraska,less than 18,2019,Number,113000
State,Nebraska,less than 6,2021,Number,37000
State,Nebraska,less than 13,2021,Number,80000
State,Nebraska,less than 18,2021,Number,105000
State,Nevada,less than 6,2021,Number,51000
State,Nevada,less than 13,2021,Number,116000
State,Nevada,less than 18,2021,Number,158000
State,Nevada,less than 6,2019,Number,63000
State,Nevada,less than 13,2019,Number,143000
State,Nevada,less than 18,2019,Number,192000
State,Nevada,less than 13,2017,Number,137000
State,Nevada,less than 18,2017,Number,188000
State,Nevada,less than 6,2017,Number,60000
State,Nevada,less than 18,2016,Number,189000
State,Nevada,less than 6,2016,Number,64000
State,Nevada,less than 13,2016,Number,140000
State,Nevada,less than 13,2014,Number,152000
State,Nevada,less than 18,2014,Number,200000
State,Nevada,less than 6,2014,Number,69000
State,Nevada,less than 6,2012,Number,72000
State,Nevada,less than 13,2012,Number,146000
State,Nevada,less than 18,2012,Number,195000
State,Nevada,less than 6,2015,Number,67000
State,Nevada,less than 13,2015,Number,144000
State,Nevada,less than 18,2015,Number,193000
State,Nevada,less than 6,2011,Number,66000
State,Nevada,less than 13,2011,Number,145000
State,Nevada,less than 18,2011,Number,196000
State,Nevada,less than 6,2010,Number,55000
State,Nevada,less than 13,2010,Number,124000
State,Nevada,less than 18,2010,Number,162000
State,Nevada,less than 13,2009,Number,122000
State,Nevada,less than 18,2009,Number,159000
State,Nevada,less than 6,2009,Number,57000
State,Nevada,less than 6,2018,Number,65000
State,Nevada,less than 13,2018,Number,148000
State,Nevada,less than 18,2018,Number,193000
State,Nevada,less than 6,2013,Number,63000
State,Nevada,less than 13,2013,Number,144000
State,Nevada,less than 18,2013,Number,188000
State,Nevada,less than 6,2008,Number,63000
State,Nevada,less than 13,2008,Number,128000
State,Nevada,less than 18,2008,Number,166000
State,New Hampshire,less than 6,2008,Number,13000
State,New Hampshire,less than 13,2008,Number,29000
State,New Hampshire,less than 18,2008,Number,40000
State,New Hampshire,less than 6,2013,Number,17000
State,New Hampshire,less than 13,2013,Number,35000
State,New Hampshire,less than 18,2013,Number,45000
State,New Hampshire,less than 6,2018,Number,11000
State,New Hampshire,less than 13,2018,Number,23000
State,New Hampshire,less than 18,2018,Number,33000
State,New Hampshire,less than 13,2009,Number,30000
State,New Hampshire,less than 18,2009,Number,42000
State,New Hampshire,less than 6,2009,Number,12000
State,New Hampshire,less than 6,2010,Number,13000
State,New Hampshire,less than 13,2010,Number,30000
State,New Hampshire,less than 18,2010,Number,38000
State,New Hampshire,less than 6,2015,Number,14000
State,New Hampshire,less than 13,2015,Number,29000
State,New Hampshire,less than 18,2015,Number,37000
State,New Hampshire,less than 6,2011,Number,15000
State,New Hampshire,less than 13,2011,Number,34000
State,New Hampshire,less than 18,2011,Number,47000
State,New Hampshire,less than 6,2012,Number,16000
State,New Hampshire,less than 13,2012,Number,35000
State,New Hampshire,less than 18,2012,Number,48000
State,New Hampshire,less than 13,2014,Number,34000
State,New Hampshire,less than 18,2014,Number,44000
State,New Hampshire,less than 6,2014,Number,15000
State,New Hampshire,less than 6,2016,Number,13000
State,New Hampshire,less than 13,2016,Number,27000
State,New Hampshire,less than 18,2016,Number,35000
State,New Hampshire,less than 13,2017,Number,25000
State,New Hampshire,less than 18,2017,Number,32000
State,New Hampshire,less than 6,2017,Number,10000
State,New Hampshire,less than 6,2019,Number,11000
State,New Hampshire,less than 13,2019,Number,24000
State,New Hampshire,less than 18,2019,Number,32000
State,New Hampshire,less than 6,2021,Number,9000
State,New Hampshire,less than 13,2021,Number,22000
State,New Hampshire,less than 18,2021,Number,28000
State,New Jersey,less than 6,2021,Number,102000
State,New Jersey,less than 13,2021,Number,227000
State,New Jersey,less than 18,2021,Number,306000
State,New Jersey,less than 6,2019,Number,116000
State,New Jersey,less than 13,2019,Number,262000
State,New Jersey,less than 18,2019,Number,359000
State,New Jersey,less than 13,2017,Number,258000
State,New Jersey,less than 18,2017,Number,353000
State,New Jersey,less than 6,2017,Number,113000
State,New Jersey,less than 18,2016,Number,383000
State,New Jersey,less than 6,2016,Number,135000
State,New Jersey,less than 13,2016,Number,284000
State,New Jersey,less than 13,2014,Number,273000
State,New Jersey,less than 18,2014,Number,366000
State,New Jersey,less than 6,2014,Number,125000
State,New Jersey,less than 6,2012,Number,118000
State,New Jersey,less than 13,2012,Number,254000
State,New Jersey,less than 18,2012,Number,347000
State,New Jersey,less than 6,2015,Number,126000
State,New Jersey,less than 13,2015,Number,285000
State,New Jersey,less than 18,2015,Number,379000
State,New Jersey,less than 6,2011,Number,118000
State,New Jersey,less than 13,2011,Number,255000
State,New Jersey,less than 18,2011,Number,343000
State,New Jersey,less than 6,2010,Number,105000
State,New Jersey,less than 13,2010,Number,238000
State,New Jersey,less than 18,2010,Number,324000
State,New Jersey,less than 13,2009,Number,235000
State,New Jersey,less than 18,2009,Number,316000
State,New Jersey,less than 6,2009,Number,111000
State,New Jersey,less than 6,2018,Number,114000
State,New Jersey,less than 13,2018,Number,255000
State,New Jersey,less than 18,2018,Number,348000
State,New Jersey,less than 6,2013,Number,123000
State,New Jersey,less than 13,2013,Number,262000
State,New Jersey,less than 18,2013,Number,358000
State,New Jersey,less than 6,2008,Number,107000
State,New Jersey,less than 13,2008,Number,230000
State,New Jersey,less than 18,2008,Number,303000
State,New Mexico,less than 6,2008,Number,55000
State,New Mexico,less than 13,2008,Number,120000
State,New Mexico,less than 18,2008,Number,158000
State,New Mexico,less than 6,2013,Number,54000
State,New Mexico,less than 13,2013,Number,120000
State,New Mexico,less than 18,2013,Number,161000
State,New Mexico,less than 6,2018,Number,43000
State,New Mexico,less than 13,2018,Number,99000
State,New Mexico,less than 18,2018,Number,136000
State,New Mexico,less than 13,2009,Number,120000
State,New Mexico,less than 18,2009,Number,157000
State,New Mexico,less than 6,2009,Number,58000
State,New Mexico,less than 6,2010,Number,54000
State,New Mexico,less than 13,2010,Number,119000
State,New Mexico,less than 18,2010,Number,160000
State,New Mexico,less than 6,2011,Number,58000
State,New Mexico,less than 13,2011,Number,127000
State,New Mexico,less than 18,2011,Number,164000
State,New Mexico,less than 6,2015,Number,49000
State,New Mexico,less than 13,2015,Number,118000
State,New Mexico,less than 18,2015,Number,160000
State,New Mexico,less than 6,2012,Number,58000
State,New Mexico,less than 13,2012,Number,123000
State,New Mexico,less than 18,2012,Number,160000
State,New Mexico,less than 13,2014,Number,119000
State,New Mexico,less than 18,2014,Number,158000
State,New Mexico,less than 6,2014,Number,54000
State,New Mexico,less than 6,2016,Number,49000
State,New Mexico,less than 13,2016,Number,117000
State,New Mexico,less than 18,2016,Number,157000
State,New Mexico,less than 13,2017,Number,110000
State,New Mexico,less than 18,2017,Number,146000
State,New Mexico,less than 6,2017,Number,49000
State,New Mexico,less than 6,2019,Number,47000
State,New Mexico,less than 13,2019,Number,110000
State,New Mexico,less than 18,2019,Number,149000
State,New Mexico,less than 6,2021,Number,38000
State,New Mexico,less than 13,2021,Number,91000
State,New Mexico,less than 18,2021,Number,129000
State,New York,less than 6,2021,Number,227000
State,New York,less than 13,2021,Number,528000
State,New York,less than 18,2021,Number,733000
State,New York,less than 6,2019,Number,299000
State,New York,less than 13,2019,Number,665000
State,New York,less than 18,2019,Number,910000
State,New York,less than 13,2017,Number,727000
State,New York,less than 18,2017,Number,966000
State,New York,less than 6,2017,Number,326000
State,New York,less than 18,2016,Number,998000
State,New York,less than 6,2016,Number,335000
State,New York,less than 13,2016,Number,739000
State,New York,less than 13,2014,Number,765000
State,New York,less than 18,2014,Number,1021000
State,New York,less than 6,2014,Number,359000
State,New York,less than 6,2012,Number,344000
State,New York,less than 13,2012,Number,751000
State,New York,less than 18,2012,Number,1025000
State,New York,less than 6,2015,Number,347000
State,New York,less than 13,2015,Number,755000
State,New York,less than 18,2015,Number,1013000
State,New York,less than 6,2011,Number,333000
State,New York,less than 13,2011,Number,739000
State,New York,less than 18,2011,Number,1010000
State,New York,less than 6,2010,Number,311000
State,New York,less than 13,2010,Number,688000
State,New York,less than 18,2010,Number,941000
State,New York,less than 13,2009,Number,691000
State,New York,less than 18,2009,Number,948000
State,New York,less than 6,2009,Number,312000
State,New York,less than 6,2018,Number,324000
State,New York,less than 13,2018,Number,701000
State,New York,less than 18,2018,Number,945000
State,New York,less than 6,2013,Number,342000
State,New York,less than 13,2013,Number,743000
State,New York,less than 18,2013,Number,1008000
State,New York,less than 6,2008,Number,326000
State,New York,less than 13,2008,Number,712000
State,New York,less than 18,2008,Number,975000
State,North Carolina,less than 6,2008,Number,211000
State,North Carolina,less than 13,2008,Number,436000
State,North Carolina,less than 18,2008,Number,566000
State,North Carolina,less than 6,2013,Number,226000
State,North Carolina,less than 13,2013,Number,488000
State,North Carolina,less than 18,2013,Number,638000
State,North Carolina,less than 6,2018,Number,209000
State,North Carolina,less than 13,2018,Number,468000
State,North Carolina,less than 18,2018,Number,619000
State,North Carolina,less than 13,2009,Number,429000
State,North Carolina,less than 18,2009,Number,560000
State,North Carolina,less than 6,2009,Number,201000
State,North Carolina,less than 6,2010,Number,199000
State,North Carolina,less than 13,2010,Number,426000
State,North Carolina,less than 18,2010,Number,565000
State,North Carolina,less than 6,2011,Number,206000
State,North Carolina,less than 13,2011,Number,456000
State,North Carolina,less than 18,2011,Number,606000
State,North Carolina,less than 6,2015,Number,224000
State,North Carolina,less than 13,2015,Number,504000
